ID,raw_event_ID,start_time,end_time,player_ID,team_ID,action,half,successful,pos_x,pos_y
20200722-NJ-CHI-196,20200722-NJ-CHI-1584,39:05,39:25,Julie Beth Ertz,CHI,recovery,1st half,null,29.6,23.9
20200722-NJ-CHI-197,20200722-NJ-CHI-1590,39:06,39:26,Jennifer Cudjoe,NJ,recovery,1st half,null,68.8,34.2
20200722-NJ-CHI-198,20200722-NJ-CHI-1626,39:59,40:19,Ifeoma Chukwufumnay Onumonu,NJ,challenge,1st half,0,101.4,51.6
20200722-NJ-CHI-199,20200722-NJ-CHI-1627,39:59,40:19,Julie Beth Ertz,CHI,challenge,1st half,1,3.6,16.4
20200722-NJ-CHI-200,20200722-NJ-CHI-1629,40:00,40:20,Bianca St. Georges,CHI,recovery,1st half,null,3.3,15.6
20200722-NJ-CHI-201,20200722-NJ-CHI-1648,40:33,40:53,Erica Skroski,NJ,tackle,1st half,1,20.8,52.3
20200722-NJ-CHI-202,20200722-NJ-CHI-1649,40:33,40:53,Kealia Mae Watt,CHI,challenge,1st half,0,84.2,15.7
20200722-NJ-CHI-203,20200722-NJ-CHI-1651,40:33,40:53,Erica Skroski,NJ,challenge,1st half,1,20.8,52.3
20200722-NJ-CHI-204,20200722-NJ-CHI-1652,40:33,40:53,Kealia Mae Watt,CHI,take_on,1st half,0,84.2,15.7
20200722-NJ-CHI-205,20200722-NJ-CHI-1668,40:52,41:12,Katie Johnson Carreon,CHI,foul,1st half,null,45.7,61.1
20200722-NJ-CHI-206,20200722-NJ-CHI-1684,41:46,42:06,Alyssa Naeher,CHI,recovery,1st half,null,0.7,42.3
20200722-NJ-CHI-207,20200722-NJ-CHI-1688,42:08,42:28,Kailen Mary Sheridan,NJ,recovery,1st half,null,14.5,50.3
20200722-NJ-CHI-208,20200722-NJ-CHI-1701,42:20,42:40,Danielle Colaprico,CHI,recovery,1st half,null,45.6,41.7
20200722-NJ-CHI-209,20200722-NJ-CHI-1705,42:25,42:45,Paige Monaghan,NJ,tackle,1st half,0,65.3,7.4
20200722-NJ-CHI-210,20200722-NJ-CHI-1706,42:25,42:45,Paige Monaghan,NJ,challenge,1st half,0,65.3,7.4
20200722-NJ-CHI-211,20200722-NJ-CHI-1707,42:25,42:45,Zoey Goralski,CHI,take_on,1st half,1,39.7,60.6
20200722-NJ-CHI-212,20200722-NJ-CHI-1722,42:34,42:54,McCall RaNae Zerboni,NJ,recovery,1st half,null,47.2,9.8
20200722-NJ-CHI-213,20200722-NJ-CHI-1744,42:56,43:16,Kealia Mae Watt,CHI,recovery,1st half,null,5.1,27.0
20200722-NJ-CHI-214,20200722-NJ-CHI-1752,43:01,43:21,McCall RaNae Zerboni,NJ,recovery,1st half,null,76.5,50.3
20200722-NJ-CHI-215,20200722-NJ-CHI-1763,43:32,43:52,Kealia Mae Watt,CHI,challenge,1st half,0,55.0,20.7
20200722-NJ-CHI-216,20200722-NJ-CHI-1765,43:32,43:52,Sabrina Flores,NJ,challenge,1st half,1,50.0,47.3
20200722-NJ-CHI-217,20200722-NJ-CHI-1766,43:37,43:57,Bianca St. Georges,CHI,challenge,1st half,0,57.4,2.6
20200722-NJ-CHI-218,20200722-NJ-CHI-1767,43:37,43:57,Sabrina Flores,NJ,challenge,1st half,1,47.6,65.4
20200722-NJ-CHI-219,20200722-NJ-CHI-1789,44:11,44:31,Vanessa Sue Di Bernardo,CHI,recovery,1st half,null,52.3,6.7
20200722-NJ-CHI-220,20200722-NJ-CHI-1817,44:43,45:03,Kailen Mary Sheridan,NJ,recovery,1st half,null,5.8,44.2
20200722-NJ-CHI-221,20200722-NJ-CHI-1848,45:13,45:33,Sarah Gorden,CHI,challenge,1st half,0,9.0,37.5
20200722-NJ-CHI-222,20200722-NJ-CHI-1849,45:13,45:33,Paige Monaghan,NJ,challenge,1st half,1,96.0,30.5
20200722-NJ-CHI-223,20200722-NJ-CHI-1858,45:53,46:13,Rachel Hill,CHI,challenge,1st half,0,58.4,51.2
20200722-NJ-CHI-224,20200722-NJ-CHI-1859,45:53,46:13,Gina Loren Lewandowski,NJ,challenge,1st half,1,46.6,16.8
20200722-NJ-CHI-225,20200722-NJ-CHI-1862,45:57,46:17,Paige Monaghan,NJ,recovery,1st half,null,65.3,6.6
20200722-NJ-CHI-226,20200722-NJ-CHI-1869,46:03,46:23,Nahomi Kawasumi,NJ,recovery,1st half,null,69.5,54.0
20200722-NJ-CHI-227,20200722-NJ-CHI-1908,46:35,46:55,Danielle Colaprico,CHI,recovery,1st half,null,32.4,62.1
20200722-NJ-CHI-228,20200722-NJ-CHI-1917,46:51,47:11,Kailen Mary Sheridan,NJ,recovery,1st half,null,9.5,55.9
20200722-NJ-CHI-229,20200722-NJ-CHI-1925,47:00,47:20,Zoey Goralski,CHI,foul,1st half,null,46.3,60.6
20200722-NJ-CHI-230,20200722-NJ-CHI-1942,47:31,47:51,Sarah Christine Woldmoe,NJ,challenge,1st half,0,65.6,7.1
20200722-NJ-CHI-231,20200722-NJ-CHI-1943,47:31,47:51,Danielle Colaprico,CHI,challenge,1st half,1,39.4,60.9
20200722-NJ-CHI-232,20200722-NJ-CHI-1947,47:33,47:53,Paige Monaghan,NJ,recovery,1st half,null,74.1,10.8
20200722-NJ-CHI-233,20200722-NJ-CHI-1967,48:07,48:27,Erica Skroski,NJ,challenge,1st half,1,95.9,32.3
20200722-NJ-CHI-234,20200722-NJ-CHI-1969,48:07,48:27,Rachel Hill,CHI,challenge,1st half,0,9.1,35.7
20200722-NJ-CHI-235,20200722-NJ-CHI-1978,48:42,49:02,Bianca St. Georges,CHI,recovery,1st half,null,46.8,18.5
20200722-NJ-CHI-236,20200722-NJ-CHI-2000,48:57,49:17,Sarah Christine Woldmoe,NJ,recovery,1st half,null,36.1,22.1
20200722-NJ-CHI-237,20200722-NJ-CHI-2049,45:32,45:52,McCall RaNae Zerboni,NJ,take_on,2nd half,0,63.8,8.1
20200722-NJ-CHI-238,20200722-NJ-CHI-2051,45:32,45:52,Rachel Hill,CHI,tackle,2nd half,1,41.2,59.9
20200722-NJ-CHI-239,20200722-NJ-CHI-2052,45:32,45:52,Rachel Hill,CHI,challenge,2nd half,1,41.2,59.9
20200722-NJ-CHI-240,20200722-NJ-CHI-2053,45:32,45:52,McCall RaNae Zerboni,NJ,challenge,2nd half,0,63.8,8.1
20200722-NJ-CHI-241,20200722-NJ-CHI-2056,45:33,45:53,Margaret Purce,NJ,recovery,2nd half,null,61.3,5.7
20200722-NJ-CHI-242,20200722-NJ-CHI-2065,45:38,45:58,Danielle Colaprico,CHI,foul,2nd half,null,26.2,55.6
20200722-NJ-CHI-243,20200722-NJ-CHI-2087,46:43,47:03,Rachel Hill,CHI,recovery,2nd half,null,91.8,28.8
20200722-NJ-CHI-244,20200722-NJ-CHI-2103,47:15,47:35,Kealia Mae Watt,CHI,challenge,2nd half,0,73.5,14.8
20200722-NJ-CHI-245,20200722-NJ-CHI-2105,47:15,47:35,Sarah Christine Woldmoe,NJ,challenge,2nd half,1,31.5,53.2
20200722-NJ-CHI-246,20200722-NJ-CHI-2118,47:29,47:49,Zoey Goralski,CHI,tackle,2nd half,1,42.0,58.5
20200722-NJ-CHI-247,20200722-NJ-CHI-2119,47:29,47:49,Zoey Goralski,CHI,challenge,2nd half,1,42.0,58.5
20200722-NJ-CHI-248,20200722-NJ-CHI-2121,47:29,47:49,Margaret Purce,NJ,challenge,2nd half,0,63.0,9.5
20200722-NJ-CHI-249,20200722-NJ-CHI-2122,47:29,47:49,Margaret Purce,NJ,take_on,2nd half,0,63.0,9.5
20200722-NJ-CHI-250,20200722-NJ-CHI-2126,47:42,48:02,Zoey Goralski,CHI,challenge,2nd half,1,8.7,59.8
20200722-NJ-CHI-251,20200722-NJ-CHI-2128,47:42,48:02,Zoey Goralski,CHI,tackle,2nd half,1,8.7,59.8
20200722-NJ-CHI-252,20200722-NJ-CHI-2129,47:42,48:02,McCall RaNae Zerboni,NJ,challenge,2nd half,0,96.3,8.2
20200722-NJ-CHI-253,20200722-NJ-CHI-2139,47:47,48:07,Ifeoma Chukwufumnay Onumonu,NJ,recovery,2nd half,null,89.0,9.8
20200722-NJ-CHI-254,20200722-NJ-CHI-2142,47:50,48:10,Ifeoma Chukwufumnay Onumonu,NJ,challenge,2nd half,0,94.3,12.4
20200722-NJ-CHI-255,20200722-NJ-CHI-2143,47:50,48:10,Danielle Colaprico,CHI,tackle,2nd half,1,10.7,55.6
20200722-NJ-CHI-256,20200722-NJ-CHI-2144,47:50,48:10,Danielle Colaprico,CHI,challenge,2nd half,1,10.7,55.6
20200722-NJ-CHI-257,20200722-NJ-CHI-2147,47:52,48:12,Zoey Goralski,CHI,recovery,2nd half,null,11.0,58.7
20200722-NJ-CHI-258,20200722-NJ-CHI-2184,48:45,49:05,Julie Beth Ertz,CHI,recovery,2nd half,null,37.3,11.8
20200722-NJ-CHI-259,20200722-NJ-CHI-2191,48:48,49:08,Bianca St. Georges,CHI,recovery,2nd half,null,39.0,3.1
20200722-NJ-CHI-260,20200722-NJ-CHI-2195,48:50,49:10,Erica Skroski,NJ,recovery,2nd half,null,45.3,59.9
20200722-NJ-CHI-261,20200722-NJ-CHI-2220,50:05,50:25,Katie Johnson Carreon,CHI,challenge,2nd half,0,71.3,30.5
20200722-NJ-CHI-262,20200722-NJ-CHI-2222,50:05,50:25,Erica Skroski,NJ,challenge,2nd half,1,33.7,37.5
20200722-NJ-CHI-263,20200722-NJ-CHI-2237,50:21,50:41,Sabrina Flores,NJ,challenge,2nd half,0,98.1,62.1
20200722-NJ-CHI-264,20200722-NJ-CHI-2238,50:21,50:41,Kealia Mae Watt,CHI,recovery,2nd half,null,6.9,5.9
20200722-NJ-CHI-265,20200722-NJ-CHI-2239,50:21,50:41,Kealia Mae Watt,CHI,take_on,2nd half,1,6.9,5.9
20200722-NJ-CHI-266,20200722-NJ-CHI-2241,50:21,50:41,Sabrina Flores,NJ,tackle,2nd half,0,98.1,62.1
20200722-NJ-CHI-267,20200722-NJ-CHI-2247,52:20,52:40,Zoey Goralski,CHI,challenge,2nd half,0,42.2,53.7
20200722-NJ-CHI-268,20200722-NJ-CHI-2248,52:20,52:40,Ifeoma Chukwufumnay Onumonu,NJ,tackle,2nd half,1,62.8,14.3
20200722-NJ-CHI-269,20200722-NJ-CHI-2249,52:20,52:40,Ifeoma Chukwufumnay Onumonu,NJ,challenge,2nd half,1,62.8,14.3
20200722-NJ-CHI-270,20200722-NJ-CHI-2252,52:20,52:40,Sarah Christine Woldmoe,NJ,recovery,2nd half,null,60.8,16.6
20200722-NJ-CHI-271,20200722-NJ-CHI-2261,52:27,52:47,Nahomi Kawasumi,NJ,recovery,2nd half,null,79.6,37.0
20200722-NJ-CHI-272,20200722-NJ-CHI-2276,52:38,52:58,Erica Skroski,NJ,recovery,2nd half,null,49.5,59.5
20200722-NJ-CHI-273,20200722-NJ-CHI-2292,52:54,53:14,Savannah McCaskill,CHI,recovery,2nd half,null,46.6,43.9
20200722-NJ-CHI-274,20200722-NJ-CHI-2300,53:00,53:20,Sabrina Flores,NJ,challenge,2nd half,1,44.1,57.2
20200722-NJ-CHI-275,20200722-NJ-CHI-2301,53:00,53:20,Kealia Mae Watt,CHI,challenge,2nd half,0,60.9,10.8
20200722-NJ-CHI-276,20200722-NJ-CHI-2302,53:00,53:20,Sabrina Flores,NJ,tackle,2nd half,1,44.1,57.2
20200722-NJ-CHI-277,20200722-NJ-CHI-2303,53:00,53:20,Kealia Mae Watt,CHI,take_on,2nd half,0,60.9,10.8
20200722-NJ-CHI-278,20200722-NJ-CHI-2305,53:01,53:21,Paige Monaghan,NJ,recovery,2nd half,null,43.1,53.9
20200722-NJ-CHI-279,20200722-NJ-CHI-2308,53:09,53:29,Alyssa Naeher,CHI,recovery,2nd half,null,21.9,8.7
20200722-NJ-CHI-280,20200722-NJ-CHI-2314,53:18,53:38,Vanessa Sue Di Bernardo,CHI,challenge,2nd half,1,50.0,17.7
20200722-NJ-CHI-281,20200722-NJ-CHI-2316,53:18,53:38,McCall RaNae Zerboni,NJ,challenge,2nd half,0,55.0,50.3
20200722-NJ-CHI-282,20200722-NJ-CHI-2317,53:19,53:39,McCall RaNae Zerboni,NJ,foul,2nd half,null,55.0,50.3
20200722-NJ-CHI-283,20200722-NJ-CHI-2321,53:55,54:15,Margaret Purce,NJ,challenge,2nd half,1,18.5,23.8
20200722-NJ-CHI-284,20200722-NJ-CHI-2322,53:55,54:15,Rachel Hill,CHI,challenge,2nd half,0,86.5,44.2
20200722-NJ-CHI-285,20200722-NJ-CHI-2327,53:58,54:18,Zoey Goralski,CHI,recovery,2nd half,null,86.0,66.3
20200722-NJ-CHI-286,20200722-NJ-CHI-2339,54:11,54:31,Alyssa Naeher,CHI,recovery,2nd half,null,32.3,37.7
20200722-NJ-CHI-287,20200722-NJ-CHI-2356,54:26,54:46,Nahomi Kawasumi,NJ,recovery,2nd half,null,48.6,35.3
20200722-NJ-CHI-288,20200722-NJ-CHI-2384,54:54,55:14,Alyssa Naeher,CHI,recovery,2nd half,null,1.5,21.0
20200722-NJ-CHI-289,20200722-NJ-CHI-2390,55:13,55:33,Sabrina Flores,NJ,recovery,2nd half,null,35.7,51.9
20200722-NJ-CHI-290,20200722-NJ-CHI-2411,55:55,56:15,Erica Skroski,NJ,recovery,2nd half,null,40.2,50.8
20200722-NJ-CHI-291,20200722-NJ-CHI-2419,56:04,56:24,Alyssa Naeher,CHI,recovery,2nd half,null,10.4,9.2
20200722-NJ-CHI-292,20200722-NJ-CHI-2440,56:26,56:46,Margaret Purce,NJ,challenge,2nd half,0,92.1,24.9
20200722-NJ-CHI-293,20200722-NJ-CHI-2441,56:26,56:46,Rachel Hill,CHI,challenge,2nd half,1,12.9,43.1
20200722-NJ-CHI-294,20200722-NJ-CHI-2449,56:41,57:01,Sarah Gorden,CHI,challenge,2nd half,1,7.3,58.0
20200722-NJ-CHI-295,20200722-NJ-CHI-2450,56:41,57:01,Sarah Gorden,CHI,tackle,2nd half,1,7.3,58.0
20200722-NJ-CHI-296,20200722-NJ-CHI-2451,56:41,57:01,Ifeoma Chukwufumnay Onumonu,NJ,challenge,2nd half,0,97.7,10.0
20200722-NJ-CHI-297,20200722-NJ-CHI-2457,56:43,57:03,Margaret Purce,NJ,recovery,2nd half,null,99.8,5.6
20200722-NJ-CHI-298,20200722-NJ-CHI-2464,56:45,57:05,Danielle Colaprico,CHI,recovery,2nd half,null,6.2,54.6
20200722-NJ-CHI-299,20200722-NJ-CHI-2468,56:48,57:08,Gina Loren Lewandowski,NJ,challenge,2nd half,0,74.2,17.9
20200722-NJ-CHI-300,20200722-NJ-CHI-2469,56:48,57:08,Katie Johnson Carreon,CHI,challenge,2nd half,1,30.8,50.1
20200722-NJ-CHI-301,20200722-NJ-CHI-2470,56:49,57:09,Savannah McCaskill,CHI,recovery,2nd half,null,27.6,44.2
20200722-NJ-CHI-302,20200722-NJ-CHI-2484,57:12,57:32,Rachel Hill,CHI,foul,2nd half,null,47.2,62.1
20200722-NJ-CHI-303,20200722-NJ-CHI-2496,57:44,58:04,Sarah Gorden,CHI,challenge,2nd half,1,8.1,58.7
20200722-NJ-CHI-304,20200722-NJ-CHI-2497,57:44,58:04,Jennifer Cudjoe,NJ,challenge,2nd half,0,96.9,9.3
20200722-NJ-CHI-305,20200722-NJ-CHI-2498,57:44,58:04,Sarah Gorden,CHI,tackle,2nd half,1,8.1,58.7
20200722-NJ-CHI-306,20200722-NJ-CHI-2540,58:56,59:16,Zoey Goralski,CHI,recovery,2nd half,null,33.3,53.1
20200722-NJ-CHI-307,20200722-NJ-CHI-2543,58:57,59:17,Sarah Christine Woldmoe,NJ,recovery,2nd half,null,55.2,14.3
20200722-NJ-CHI-308,20200722-NJ-CHI-2550,59:03,59:23,Paige Monaghan,NJ,recovery,2nd half,null,74.2,20.4
20200722-NJ-CHI-309,20200722-NJ-CHI-2559,59:08,59:28,Kealia Mae Watt,CHI,recovery,2nd half,null,25.3,31.8
20200722-NJ-CHI-310,20200722-NJ-CHI-2565,59:11,59:31,Savannah McCaskill,CHI,challenge,2nd half,1,40.1,28.5
20200722-NJ-CHI-311,20200722-NJ-CHI-2566,59:11,59:31,Sabrina Flores,NJ,challenge,2nd half,0,64.9,39.5
20200722-NJ-CHI-312,20200722-NJ-CHI-2594,60:49,61:09,Kealia Mae Watt,CHI,challenge,2nd half,0,26.3,37.2
20200722-NJ-CHI-313,20200722-NJ-CHI-2595,60:49,61:09,Jennifer Cudjoe,NJ,challenge,2nd half,1,78.7,30.8
20200722-NJ-CHI-314,20200722-NJ-CHI-2615,61:22,61:42,Margaret Purce,NJ,challenge,2nd half,0,55.7,12.2
20200722-NJ-CHI-315,20200722-NJ-CHI-2617,61:22,61:42,Rachel Hill,CHI,challenge,2nd half,1,49.3,55.8
20200722-NJ-CHI-316,20200722-NJ-CHI-2645,62:06,62:26,Zoey Goralski,CHI,recovery,2nd half,null,26.4,47.8
20200722-NJ-CHI-317,20200722-NJ-CHI-2647,62:09,62:29,Margaret Purce,NJ,recovery,2nd half,null,66.7,9.7
20200722-NJ-CHI-318,20200722-NJ-CHI-2659,62:26,62:46,Bianca St. Georges,CHI,recovery,2nd half,null,27.6,6.3
20200722-NJ-CHI-319,20200722-NJ-CHI-2668,62:36,62:56,Rachel Hill,CHI,challenge,2nd half,1,54.0,46.7
20200722-NJ-CHI-320,20200722-NJ-CHI-2670,62:36,62:56,Paige Monaghan,NJ,challenge,2nd half,0,51.0,21.3
20200722-NJ-CHI-321,20200722-NJ-CHI-2673,62:38,62:58,Zoey Goralski,CHI,recovery,2nd half,null,54.0,54.9
20200722-NJ-CHI-322,20200722-NJ-CHI-2679,62:41,63:01,Danielle Colaprico,CHI,challenge,2nd half,0,45.3,45.6
20200722-NJ-CHI-323,20200722-NJ-CHI-2680,62:41,63:01,Jennifer Cudjoe,NJ,challenge,2nd half,1,59.7,22.4
20200722-NJ-CHI-324,20200722-NJ-CHI-2682,62:41,63:01,Danielle Colaprico,CHI,take_on,2nd half,0,45.3,45.6
20200722-NJ-CHI-325,20200722-NJ-CHI-2683,62:41,63:01,Jennifer Cudjoe,NJ,tackle,2nd half,1,59.7,22.4
20200722-NJ-CHI-326,20200722-NJ-CHI-2699,63:15,63:35,Kealia Mae Watt,CHI,challenge,2nd half,0,94.8,14.7
20200722-NJ-CHI-327,20200722-NJ-CHI-2700,63:15,63:35,Kealia Mae Watt,CHI,take_on,2nd half,0,94.8,14.7
20200722-NJ-CHI-328,20200722-NJ-CHI-2701,63:15,63:35,Sabrina Flores,NJ,tackle,2nd half,1,10.2,53.3
20200722-NJ-CHI-329,20200722-NJ-CHI-2702,63:15,63:35,Sabrina Flores,NJ,challenge,2nd half,1,10.2,53.3
20200722-NJ-CHI-330,20200722-NJ-CHI-2708,63:29,63:49,Sarah Gorden,CHI,recovery,2nd half,null,50.8,43.3
20200722-NJ-CHI-331,20200722-NJ-CHI-2722,63:37,63:57,Kailen Mary Sheridan,NJ,save,2nd half,null,14.1,27.4
20200722-NJ-CHI-332,20200722-NJ-CHI-2727,63:40,64:00,Zoey Goralski,CHI,recovery,2nd half,null,85.1,49.7
20200722-NJ-CHI-333,20200722-NJ-CHI-2731,63:42,64:02,Zoey Goralski,CHI,challenge,2nd half,0,88.4,36.3
20200722-NJ-CHI-334,20200722-NJ-CHI-2732,63:42,64:02,Gina Loren Lewandowski,NJ,challenge,2nd half,1,16.6,31.7
20200722-NJ-CHI-335,20200722-NJ-CHI-2733,63:42,64:02,Gina Loren Lewandowski,NJ,tackle,2nd half,1,16.6,31.7
20200722-NJ-CHI-336,20200722-NJ-CHI-2735,63:45,64:05,Bianca St. Georges,CHI,recovery,2nd half,null,70.7,14.2
20200722-NJ-CHI-337,20200722-NJ-CHI-2747,63:51,64:11,Katie Johnson Carreon,CHI,recovery,2nd half,null,88.3,28.0
20200722-NJ-CHI-338,20200722-NJ-CHI-2771,64:33,64:53,Sarah Gorden,CHI,recovery,2nd half,null,23.3,48.3
20200722-NJ-CHI-339,20200722-NJ-CHI-2772,64:37,64:57,Ifeoma Chukwufumnay Onumonu,NJ,foul,2nd half,null,98.8,10.4
20200722-NJ-CHI-340,20200722-NJ-CHI-2782,65:34,65:54,Rachel Hill,CHI,challenge,2nd half,0,89.8,59.8
20200722-NJ-CHI-341,20200722-NJ-CHI-2783,65:34,65:54,Margaret Purce,NJ,challenge,2nd half,1,15.2,8.2
20200722-NJ-CHI-342,20200722-NJ-CHI-2784,65:37,65:57,Rachel Hill,CHI,foul,2nd half,null,97.3,61.6
20200722-NJ-CHI-343,20200722-NJ-CHI-2790,66:23,66:43,Evelyne Viens,NJ,recovery,2nd half,null,71.9,19.5
20200722-NJ-CHI-344,20200722-NJ-CHI-2791,66:23,66:43,Sarah Gorden,CHI,challenge,2nd half,0,33.1,48.5
20200722-NJ-CHI-345,20200722-NJ-CHI-2792,66:23,66:43,Evelyne Viens,NJ,challenge,2nd half,1,71.9,19.5
20200722-NJ-CHI-346,20200722-NJ-CHI-2797,66:25,66:45,Ifeoma Chukwufumnay Onumonu,NJ,foul,2nd half,null,80.4,14.9
20200722-NJ-CHI-347,20200722-NJ-CHI-2802,66:57,67:17,Katie Johnson Carreon,CHI,challenge,2nd half,0,74.2,39.7
20200722-NJ-CHI-348,20200722-NJ-CHI-2804,66:57,67:17,Gina Loren Lewandowski,NJ,challenge,2nd half,1,30.8,28.3
20200722-NJ-CHI-349,20200722-NJ-CHI-2806,66:59,67:19,Erica Skroski,NJ,recovery,2nd half,null,23.8,32.8
20200722-NJ-CHI-350,20200722-NJ-CHI-2812,67:08,67:28,Julie Beth Ertz,CHI,recovery,2nd half,null,42.1,11.3
20200722-NJ-CHI-351,20200722-NJ-CHI-2831,67:44,68:04,Imani Michelle Dorsey,NJ,challenge,2nd half,1,40.0,62.4
20200722-NJ-CHI-352,20200722-NJ-CHI-2833,67:44,68:04,Katie Johnson Carreon,CHI,challenge,2nd half,0,65.0,5.6
20200722-NJ-CHI-353,20200722-NJ-CHI-2841,67:46,68:06,Vanessa Sue Di Bernardo,CHI,challenge,2nd half,0,51.5,11.5
20200722-NJ-CHI-354,20200722-NJ-CHI-2844,67:46,68:06,McCall RaNae Zerboni,NJ,challenge,2nd half,1,53.5,56.5
20200722-NJ-CHI-355,20200722-NJ-CHI-2860,67:55,68:15,Julie Beth Ertz,CHI,challenge,2nd half,1,9.6,25.3
20200722-NJ-CHI-356,20200722-NJ-CHI-2861,67:55,68:15,Evelyne Viens,NJ,challenge,2nd half,0,95.4,42.7
20200722-NJ-CHI-357,20200722-NJ-CHI-2868,68:06,68:26,Margaret Purce,NJ,recovery,2nd half,null,49.8,35.5
20200722-NJ-CHI-358,20200722-NJ-CHI-2894,68:58,69:18,Ifeoma Chukwufumnay Onumonu,NJ,recovery,2nd half,null,62.4,14.0
20200722-NJ-CHI-359,20200722-NJ-CHI-2896,68:59,69:19,Danielle Colaprico,CHI,recovery,2nd half,null,43.6,47.0
20200722-NJ-CHI-360,20200722-NJ-CHI-2901,69:04,69:24,Jennifer Cudjoe,NJ,challenge,2nd half,0,44.5,26.5
20200722-NJ-CHI-361,20200722-NJ-CHI-2903,69:04,69:24,Savannah McCaskill,CHI,challenge,2nd half,1,60.5,41.5
20200722-NJ-CHI-362,20200722-NJ-CHI-2904,69:05,69:25,Jennifer Cudjoe,NJ,foul,2nd half,null,45.0,26.2
20200722-NJ-CHI-363,20200722-NJ-CHI-2929,70:37,70:57,Zoey Goralski,CHI,challenge,2nd half,0,21.8,58.0
20200722-NJ-CHI-364,20200722-NJ-CHI-2931,70:37,70:57,Jennifer Cudjoe,NJ,take_on,2nd half,1,83.2,10.0
20200722-NJ-CHI-365,20200722-NJ-CHI-2932,70:37,70:57,Zoey Goralski,CHI,tackle,2nd half,0,21.8,58.0
20200722-NJ-CHI-366,20200722-NJ-CHI-2942,70:42,71:02,Sarah Gorden,CHI,recovery,2nd half,null,7.4,47.0
20200722-NJ-CHI-367,20200722-NJ-CHI-2971,71:59,72:19,Kealia Mae Watt,CHI,recovery,2nd half,null,66.2,7.2
20200722-NJ-CHI-368,20200722-NJ-CHI-2979,72:06,72:26,Gina Loren Lewandowski,NJ,tackle,2nd half,0,30.4,42.3
20200722-NJ-CHI-369,20200722-NJ-CHI-2980,72:06,72:26,Gina Loren Lewandowski,NJ,challenge,2nd half,0,30.4,42.3
20200722-NJ-CHI-370,20200722-NJ-CHI-2981,72:06,72:26,Michele Vasconcelos,CHI,take_on,2nd half,1,74.6,25.7
20200722-NJ-CHI-371,20200722-NJ-CHI-2992,72:20,72:40,Kealia Mae Watt,CHI,challenge,2nd half,0,95.6,5.6
20200722-NJ-CHI-372,20200722-NJ-CHI-2994,72:20,72:40,Nahomi Kawasumi,NJ,challenge,2nd half,1,9.4,62.4
20200722-NJ-CHI-373,20200722-NJ-CHI-2995,72:20,72:40,Nahomi Kawasumi,NJ,tackle,2nd half,1,9.4,62.4
20200722-NJ-CHI-374,20200722-NJ-CHI-3005,72:54,73:14,Ifeoma Chukwufumnay Onumonu,NJ,foul,2nd half,null,28.1,18.8
20200722-NJ-CHI-375,20200722-NJ-CHI-3014,73:50,74:10,Sarah Christine Woldmoe,NJ,recovery,2nd half,null,15.2,31.4
20200722-NJ-CHI-376,20200722-NJ-CHI-3022,73:54,74:14,Jennifer Cudjoe,NJ,challenge,2nd half,1,29.4,29.8
20200722-NJ-CHI-377,20200722-NJ-CHI-3024,73:54,74:14,Danielle Colaprico,CHI,challenge,2nd half,0,75.6,38.2
20200722-NJ-CHI-378,20200722-NJ-CHI-3026,73:55,74:15,Sarah Christine Woldmoe,NJ,recovery,2nd half,null,29.8,31.0
20200722-NJ-CHI-379,20200722-NJ-CHI-3027,73:57,74:17,Vanessa Sue Di Bernardo,CHI,foul,2nd half,null,73.2,31.1
20200722-NJ-CHI-380,20200722-NJ-CHI-3030,74:09,74:29,Sarah Gorden,CHI,recovery,2nd half,null,25.3,5.6
20200722-NJ-CHI-381,20200722-NJ-CHI-3037,74:27,74:47,Margaret Purce,NJ,recovery,2nd half,null,50.7,20.2
20200722-NJ-CHI-382,20200722-NJ-CHI-3041,74:35,74:55,Zoey Goralski,CHI,tackle,2nd half,0,18.8,58.9
20200722-NJ-CHI-383,20200722-NJ-CHI-3042,74:35,74:55,Ifeoma Chukwufumnay Onumonu,NJ,take_on,2nd half,1,86.2,9.1
20200722-NJ-CHI-384,20200722-NJ-CHI-3043,74:35,74:55,Zoey Goralski,CHI,challenge,2nd half,0,18.8,58.9
20200722-NJ-CHI-385,20200722-NJ-CHI-3058,74:43,75:03,Gina Loren Lewandowski,NJ,recovery,2nd half,null,71.5,23.7
20200722-NJ-CHI-386,20200722-NJ-CHI-3076,75:04,75:24,Katie Johnson Carreon,CHI,challenge,2nd half,0,72.0,18.9
20200722-NJ-CHI-387,20200722-NJ-CHI-3078,75:04,75:24,Imani Michelle Dorsey,NJ,challenge,2nd half,1,33.0,49.1
20200722-NJ-CHI-388,20200722-NJ-CHI-3129,76:03,76:23,Kailen Mary Sheridan,NJ,recovery,2nd half,null,26.3,35.3
20200722-NJ-CHI-389,20200722-NJ-CHI-3140,76:14,76:34,Margaret Purce,NJ,take_on,2nd half,1,76.6,11.8
20200722-NJ-CHI-390,20200722-NJ-CHI-3141,76:14,76:34,Zoey Goralski,CHI,tackle,2nd half,0,28.4,56.2
20200722-NJ-CHI-391,20200722-NJ-CHI-3143,76:14,76:34,Zoey Goralski,CHI,challenge,2nd half,0,28.4,56.2
20200722-NJ-CHI-392,20200722-NJ-CHI-3154,76:21,76:41,Julie Beth Ertz,CHI,recovery,2nd half,null,3.7,33.0
