ID,start_time,end_time,player_ID,team_ID,action,half,pos_x,pos_y
20180915-RGN-POR-1015,25:35,25:55,Lindsey Michelle Horan,POR,Passes accurate,1st half,48.7,60.1
20180915-RGN-POR-1016,25:35,25:55,Lindsey Michelle Horan,POR,Positional attacks,1st half,48.7,60.1
20180915-RGN-POR-1017,25:37,25:57,Celeste Anais Boureille,POR,Positional attacks,1st half,48.7,50.0
20180915-RGN-POR-1018,25:38,25:58,Celeste Anais Boureille,POR,Positional attacks,1st half,48.1,45.7
20180915-RGN-POR-1019,25:38,25:58,Celeste Anais Boureille,POR,Passes accurate,1st half,48.1,45.7
20180915-RGN-POR-1020,25:40,26:00,Emily Ann Sonnett,POR,Positional attacks,1st half,36.8,38.5
20180915-RGN-POR-1021,25:42,26:02,Emily Ann Sonnett,POR,Passes accurate,1st half,32.1,38.3
20180915-RGN-POR-1022,25:42,26:02,Emily Ann Sonnett,POR,Positional attacks,1st half,32.1,38.3
20180915-RGN-POR-1023,25:43,26:03,Adrianna Nichole Franch,POR,Positional attacks,1st half,14.1,35.7
20180915-RGN-POR-1024,25:45,26:05,Adrianna Nichole Franch,POR,Passes (inaccurate),1st half,15.3,32.1
20180915-RGN-POR-1025,25:45,26:05,Adrianna Nichole Franch,POR,Positional attacks,1st half,15.3,32.1
20180915-RGN-POR-1026,25:57,26:17,Stephanie-Elise Catley,RGN,Positional attacks,1st half,54.6,68.0
20180915-RGN-POR-1027,25:57,26:17,Stephanie-Elise Catley,RGN,Passes accurate,1st half,54.6,68.0
20180915-RGN-POR-1028,25:58,26:18,Megan Anna Rapinoe,RGN,Positional attacks,1st half,73.5,60.3
20180915-RGN-POR-1029,26:00,26:20,Megan Anna Rapinoe,RGN,Passes accurate,1st half,69.3,56.7
20180915-RGN-POR-1030,26:00,26:20,Megan Anna Rapinoe,RGN,Positional attacks,1st half,69.3,56.7
20180915-RGN-POR-1031,26:02,26:22,Rumi Utsugi,RGN,Positional attacks,1st half,57.1,54.6
20180915-RGN-POR-1032,26:03,26:23,Rumi Utsugi,RGN,Positional attacks,1st half,57.1,59.1
20180915-RGN-POR-1033,26:03,26:23,Rumi Utsugi,RGN,Passes accurate,1st half,57.1,59.1
20180915-RGN-POR-1034,26:04,26:24,Stephanie-Elise Catley,RGN,Positional attacks,1st half,62.2,65.1
20180915-RGN-POR-1035,26:04,26:24,Stephanie-Elise Catley,RGN,Lost balls,1st half,65.3,63.2
20180915-RGN-POR-1036,26:04,26:24,Stephanie-Elise Catley,RGN,Passes (inaccurate),1st half,62.2,65.1
20180915-RGN-POR-1037,26:04,26:24,Margaret Purce,POR,Interceptions,1st half,39.7,4.8
20180915-RGN-POR-1038,26:04,26:24,Margaret Purce,POR,Positional attacks,1st half,39.7,4.8
20180915-RGN-POR-1039,26:05,26:25,Margaret Purce,POR,Passes (inaccurate),1st half,37.2,3.1
20180915-RGN-POR-1040,26:16,26:36,Stephanie-Elise Catley,RGN,Passes accurate,1st half,58.2,68.0
20180915-RGN-POR-1041,26:16,26:36,Stephanie-Elise Catley,RGN,Positional attacks,1st half,58.2,68.0
20180915-RGN-POR-1042,26:18,26:38,Jessica Anne Fishlock,RGN,Positional attacks,1st half,79.4,62.5
20180915-RGN-POR-1043,26:22,26:42,Jessica Anne Fishlock,RGN,Passes accurate,1st half,84.4,65.6
20180915-RGN-POR-1044,26:22,26:42,Jessica Anne Fishlock,RGN,Positional attacks,1st half,84.4,65.6
20180915-RGN-POR-1045,26:23,26:43,Megan Anna Rapinoe,RGN,Positional attacks,1st half,80.0,59.6
20180915-RGN-POR-1046,26:23,26:43,Megan Anna Rapinoe,RGN,Passes accurate,1st half,80.0,59.6
20180915-RGN-POR-1047,26:24,26:44,Jessica Anne Fishlock,RGN,Positional attacks,1st half,91.6,62.3
20180915-RGN-POR-1048,26:26,26:46,Emily Ann Sonnett,POR,Fouls,1st half,7.3,11.0
20180915-RGN-POR-1049,26:26,26:46,Emily Ann Sonnett,POR,Positional attacks,1st half,7.3,11.0
20180915-RGN-POR-1050,27:36,28:26,Adrianna Nichole Franch,POR,Goals conceded,1st half,3.4,40.0
20180915-RGN-POR-1051,27:36,28:26,Jasmyne Spencer,RGN,Goals,1st half,101.6,28.0
20180915-RGN-POR-1052,27:49,28:09,Megan Anna Rapinoe,RGN,Shot into the bar/post,1st half,99.5,57.5
20180915-RGN-POR-1053,27:49,28:09,Megan Anna Rapinoe,RGN,Free-kick attacks,1st half,99.5,57.5
20180915-RGN-POR-1054,27:49,28:09,Adrianna Nichole Franch,POR,Wide shot (Goalkeepers),1st half,5.5,10.5
20180915-RGN-POR-1055,27:49,28:09,Megan Anna Rapinoe,RGN,Shots,1st half,99.5,57.5
20180915-RGN-POR-1056,27:51,28:11,Jasmyne Spencer,RGN,Free-kick attacks,1st half,0.0,0.0
20180915-RGN-POR-1057,27:51,28:11,Jasmyne Spencer,RGN,Free-kick attacks,1st half,0.0,0.0
20180915-RGN-POR-1058,27:51,28:11,Jasmyne Spencer,RGN,Picking-ups (in opp. half),1st half,101.6,28.0
20180915-RGN-POR-1059,27:51,28:11,Jasmyne Spencer,RGN,Picking-ups,1st half,101.6,28.0
20180915-RGN-POR-1060,27:51,28:11,Jasmyne Spencer,RGN,Free-kick attacks,1st half,101.6,28.0
20180915-RGN-POR-1061,27:51,28:11,Jasmyne Spencer,RGN,Free-kick attacks,1st half,101.6,28.0
20180915-RGN-POR-1062,27:51,28:11,Christine Margaret Sinclair,POR,Errors,1st half,0.0,0.0
20180915-RGN-POR-1063,27:51,28:11,Christine Margaret Sinclair,POR,Errors leading to goal,1st half,0.0,0.0
20180915-RGN-POR-1064,28:42,29:02,Lindsey Michelle Horan,POR,Passes accurate,1st half,41.4,41.2
20180915-RGN-POR-1065,28:42,29:02,Lindsey Michelle Horan,POR,Positional attacks,1st half,41.4,41.2
20180915-RGN-POR-1066,28:44,29:04,Margaret Purce,POR,Passes (inaccurate),1st half,68.9,8.9
20180915-RGN-POR-1067,28:44,29:04,Margaret Purce,POR,Positional attacks,1st half,68.9,8.9
20180915-RGN-POR-1068,29:12,29:32,Lydia Grace Yilkari Williams,RGN,Passes (inaccurate),1st half,4.6,36.4
20180915-RGN-POR-1069,29:12,29:32,Lydia Grace Yilkari Williams,RGN,Lost balls,1st half,33.0,64.4
20180915-RGN-POR-1070,29:12,29:32,Lydia Grace Yilkari Williams,RGN,Goal kicks,1st half,4.6,36.4
20180915-RGN-POR-1071,29:12,29:32,Lydia Grace Yilkari Williams,RGN,Lost balls (in opp. half),1st half,33.0,64.4
20180915-RGN-POR-1072,29:15,29:35,Margaret Purce,POR,Picking-ups (in opp. half),1st half,72.0,3.6
20180915-RGN-POR-1073,29:15,29:35,Margaret Purce,POR,Positional attacks,1st half,72.0,3.6
20180915-RGN-POR-1074,29:15,29:35,Margaret Purce,POR,Dribbling,1st half,72.0,3.6
20180915-RGN-POR-1075,29:15,29:35,Margaret Purce,POR,Picking-ups,1st half,72.0,3.6
20180915-RGN-POR-1076,29:17,29:37,Rumi Utsugi,RGN,Tackles (Unsuccessful actions),1st half,28.6,64.9
20180915-RGN-POR-1077,29:17,29:37,Margaret Purce,POR,Dribbles (Successful actions),1st half,76.4,3.1
20180915-RGN-POR-1078,29:17,29:37,Rumi Utsugi,RGN,Challenges (lost),1st half,28.6,64.9
20180915-RGN-POR-1079,29:17,29:37,Margaret Purce,POR,Positional attacks,1st half,76.4,3.1
20180915-RGN-POR-1080,29:19,29:39,Margaret Purce,POR,Crosses (inaccurate),1st half,93.7,9.1
20180915-RGN-POR-1081,29:19,29:39,Margaret Purce,POR,Positional attacks,1st half,93.7,9.1
20180915-RGN-POR-1082,29:19,29:39,Margaret Purce,POR,Positional attacks,1st half,93.7,9.1
20180915-RGN-POR-1083,29:19,29:39,Margaret Purce,POR,Passes into the penalty box,1st half,93.7,9.1
20180915-RGN-POR-1084,29:19,29:39,Margaret Purce,POR,Passes (inaccurate),1st half,93.7,9.1
20180915-RGN-POR-1085,29:19,29:39,Margaret Purce,POR,Lost balls,1st half,93.7,9.1
20180915-RGN-POR-1086,29:20,29:40,Lauren Kate Barnes,RGN,Positional attacks,1st half,9.0,44.1
20180915-RGN-POR-1087,29:20,29:40,Lauren Kate Barnes,RGN,Passes accurate,1st half,9.0,44.1
20180915-RGN-POR-1088,29:20,29:40,Lauren Kate Barnes,RGN,Positional attacks,1st half,9.0,44.1
20180915-RGN-POR-1089,29:20,29:40,Lauren Kate Barnes,RGN,Interceptions,1st half,9.0,44.1
20180915-RGN-POR-1090,29:22,29:42,Jessica Anne Fishlock,RGN,Positional attacks,1st half,22.5,46.0
20180915-RGN-POR-1091,29:22,29:42,Jessica Anne Fishlock,RGN,Dribbling,1st half,22.5,46.0
20180915-RGN-POR-1092,29:25,29:45,Jessica Anne Fishlock,RGN,Positional attacks,1st half,34.0,50.3
20180915-RGN-POR-1093,29:25,29:45,Jessica Anne Fishlock,RGN,Passes accurate,1st half,34.0,50.3
20180915-RGN-POR-1094,29:27,29:47,Jodie Lee Taylor,RGN,Positional attacks,1st half,49.1,44.8
20180915-RGN-POR-1095,29:28,29:48,Jodie Lee Taylor,RGN,Challenges (lost),1st half,49.1,44.3
20180915-RGN-POR-1096,29:28,29:48,Jodie Lee Taylor,RGN,Positional attacks,1st half,49.1,44.3
20180915-RGN-POR-1097,29:28,29:48,Lindsey Michelle Horan,POR,Challenges (won),1st half,55.9,23.7
20180915-RGN-POR-1098,29:28,29:48,Lindsey Michelle Horan,POR,Tackles (Successful actions),1st half,55.9,23.7
20180915-RGN-POR-1099,29:28,29:48,Jodie Lee Taylor,RGN,Dribbles (Unsuccessful actions),1st half,49.1,44.3
20180915-RGN-POR-1100,29:30,29:50,Emily Ann Sonnett,POR,Picking-ups,1st half,51.2,27.5
20180915-RGN-POR-1101,29:30,29:50,Emily Ann Sonnett,POR,Positional attacks,1st half,51.2,27.5
20180915-RGN-POR-1102,29:30,29:50,Emily Ann Sonnett,POR,Positional attacks,1st half,51.2,27.5
20180915-RGN-POR-1103,29:30,29:50,Jessica Anne Fishlock,RGN,Challenges (lost),1st half,53.8,40.5
20180915-RGN-POR-1104,29:30,29:50,Jessica Anne Fishlock,RGN,Tackles (Unsuccessful actions),1st half,53.8,40.5
20180915-RGN-POR-1105,29:30,29:50,Emily Ann Sonnett,POR,Dribbles (Successful actions),1st half,51.2,27.5
20180915-RGN-POR-1106,29:33,29:53,Jasmyne Spencer,RGN,Positional attacks,1st half,49.6,29.0
20180915-RGN-POR-1107,29:33,29:53,Emily Ann Sonnett,POR,Challenges (lost),1st half,55.4,39.0
20180915-RGN-POR-1108,29:33,29:53,Jasmyne Spencer,RGN,Challenges (won),1st half,49.6,29.0
20180915-RGN-POR-1109,29:33,29:53,Jasmyne Spencer,RGN,Tackles (Successful actions),1st half,49.6,29.0
20180915-RGN-POR-1110,29:35,29:55,Megan Leigh Oyster,RGN,Positional attacks,1st half,38.0,24.7
20180915-RGN-POR-1111,29:35,29:55,Megan Leigh Oyster,RGN,Picking-ups,1st half,38.0,24.7
20180915-RGN-POR-1112,29:38,29:58,Megan Leigh Oyster,RGN,Positional attacks,1st half,36.5,20.6
20180915-RGN-POR-1113,29:38,29:58,Megan Leigh Oyster,RGN,Passes accurate,1st half,36.5,20.6
20180915-RGN-POR-1114,29:39,29:59,Alexandra Linsley Long Batista,RGN,Positional attacks,1st half,31.3,30.2
20180915-RGN-POR-1115,29:40,30:00,Alexandra Linsley Long Batista,RGN,Positional attacks,1st half,30.0,32.3
20180915-RGN-POR-1116,29:40,30:00,Alexandra Linsley Long Batista,RGN,Passes accurate,1st half,30.0,32.3
20180915-RGN-POR-1117,29:42,30:02,Rumi Utsugi,RGN,Positional attacks,1st half,33.4,44.1
20180915-RGN-POR-1118,29:42,30:02,Rumi Utsugi,RGN,Passes accurate,1st half,33.6,43.6
20180915-RGN-POR-1119,29:42,30:02,Rumi Utsugi,RGN,Positional attacks,1st half,33.6,43.6
20180915-RGN-POR-1120,29:43,30:03,Lauren Kate Barnes,RGN,Positional attacks,1st half,26.2,46.5
20180915-RGN-POR-1121,29:45,30:05,Lauren Kate Barnes,RGN,Lost balls,1st half,51.2,50.5
20180915-RGN-POR-1122,29:45,30:05,Lauren Kate Barnes,RGN,Positional attacks,1st half,26.9,48.1
20180915-RGN-POR-1123,29:45,30:05,Lauren Kate Barnes,RGN,Passes (inaccurate),1st half,26.9,48.1
20180915-RGN-POR-1124,29:45,30:05,Lauren Kate Barnes,RGN,Lost balls (in opp. half),1st half,51.2,50.5
20180915-RGN-POR-1125,29:46,30:06,Celeste Anais Boureille,POR,Counter-attacks,1st half,53.8,17.5
20180915-RGN-POR-1126,29:46,30:06,Celeste Anais Boureille,POR,Positional attacks,1st half,53.8,17.5
20180915-RGN-POR-1127,29:46,30:06,Celeste Anais Boureille,POR,Passes accurate,1st half,53.8,17.5
20180915-RGN-POR-1128,29:46,30:06,Celeste Anais Boureille,POR,Picking-ups (in opp. half),1st half,53.8,17.5
20180915-RGN-POR-1129,29:46,30:06,Celeste Anais Boureille,POR,Picking-ups,1st half,53.8,17.5
20180915-RGN-POR-1130,29:48,30:08,Margaret Purce,POR,Counter-attacks,1st half,72.0,9.1
20180915-RGN-POR-1131,29:48,30:08,Stephanie-Elise Catley,RGN,Counter-attacks,1st half,33.6,59.1
20180915-RGN-POR-1132,29:48,30:08,Stephanie-Elise Catley,RGN,Challenges (won),1st half,33.6,59.1
20180915-RGN-POR-1133,29:48,30:08,Margaret Purce,POR,Challenges (lost),1st half,71.4,8.9
20180915-RGN-POR-1134,29:48,30:08,Stephanie-Elise Catley,RGN,Tackles (Successful actions),1st half,33.6,59.1
20180915-RGN-POR-1135,29:48,30:08,Margaret Purce,POR,Lost balls,1st half,71.4,8.9
20180915-RGN-POR-1136,29:50,30:10,Rumi Utsugi,RGN,Counter-attacks,1st half,39.1,52.0
20180915-RGN-POR-1137,29:50,30:10,Rumi Utsugi,RGN,Passes accurate,1st half,39.1,52.0
20180915-RGN-POR-1138,29:50,30:10,Rumi Utsugi,RGN,Picking-ups,1st half,39.1,52.0
20180915-RGN-POR-1139,29:50,30:10,Rumi Utsugi,RGN,Counter-attacks,1st half,39.1,52.0
20180915-RGN-POR-1140,29:51,30:11,Megan Anna Rapinoe,RGN,Passes accurate,1st half,50.8,54.1
20180915-RGN-POR-1141,29:51,30:11,Megan Anna Rapinoe,RGN,Counter-attacks,1st half,50.8,54.1
20180915-RGN-POR-1142,29:53,30:13,Jessica Anne Fishlock,RGN,Dribbles (Successful actions),1st half,48.5,49.6
20180915-RGN-POR-1143,29:53,30:13,Jessica Anne Fishlock,RGN,Counter-attacks,1st half,48.5,49.6
20180915-RGN-POR-1144,29:53,30:13,Jessica Anne Fishlock,RGN,Counter-attacks,1st half,48.5,49.6
20180915-RGN-POR-1145,29:53,30:13,Jessica Anne Fishlock,RGN,Dribbling,1st half,48.5,49.6
20180915-RGN-POR-1146,29:53,30:13,Celeste Anais Boureille,POR,Challenges (lost),1st half,56.5,18.4
20180915-RGN-POR-1147,29:53,30:13,Celeste Anais Boureille,POR,Tackles (Unsuccessful actions),1st half,56.5,18.4
20180915-RGN-POR-1148,29:56,30:16,Jessica Anne Fishlock,RGN,Counter-attacks,1st half,62.6,52.4
20180915-RGN-POR-1149,29:56,30:16,Jessica Anne Fishlock,RGN,Passes accurate,1st half,62.6,52.4
20180915-RGN-POR-1150,29:59,30:19,Megan Anna Rapinoe,RGN,Counter-attacks,1st half,96.8,55.5
20180915-RGN-POR-1151,29:59,30:19,Megan Anna Rapinoe,RGN,Dribbling,1st half,96.8,55.5
20180915-RGN-POR-1152,30:04,30:24,Megan Anna Rapinoe,RGN,Passes into the penalty box,1st half,100.8,49.3
20180915-RGN-POR-1153,30:04,30:24,Megan Anna Rapinoe,RGN,Counter-attacks,1st half,100.8,49.3
20180915-RGN-POR-1154,30:04,30:24,Megan Anna Rapinoe,RGN,Passes accurate,1st half,100.8,49.3
20180915-RGN-POR-1155,30:05,30:25,Emily Townsend Menges,POR,Counter-attacks,1st half,5.0,34.0
20180915-RGN-POR-1156,30:05,30:25,Emily Townsend Menges,POR,Interceptions,1st half,5.0,34.0
20180915-RGN-POR-1157,30:05,30:25,Jodie Lee Taylor,RGN,Shots,1st half,98.7,34.0
20180915-RGN-POR-1158,30:05,30:25,Jodie Lee Taylor,RGN,Counter-attacks,1st half,98.7,34.0
20180915-RGN-POR-1159,30:06,30:26,Jodie Lee Taylor,RGN,Counter-attacks,1st half,97.9,35.4
20180915-RGN-POR-1160,30:06,30:26,Jodie Lee Taylor,RGN,Picking-ups (in opp. half),1st half,97.9,35.4
20180915-RGN-POR-1161,30:06,30:26,Jodie Lee Taylor,RGN,Picking-ups,1st half,97.9,35.4
20180915-RGN-POR-1162,30:07,30:27,Jodie Lee Taylor,RGN,Challenges (lost),1st half,96.4,35.9
20180915-RGN-POR-1163,30:07,30:27,Celeste Anais Boureille,POR,Counter-attacks,1st half,8.6,32.1
20180915-RGN-POR-1164,30:07,30:27,Celeste Anais Boureille,POR,Challenges (won),1st half,8.6,32.1
20180915-RGN-POR-1165,30:07,30:27,Celeste Anais Boureille,POR,Tackles (Successful actions),1st half,8.6,32.1
20180915-RGN-POR-1166,30:09,30:29,Alexandra Linsley Long Batista,RGN,Picking-ups (in opp. half),1st half,73.5,30.4
20180915-RGN-POR-1167,30:09,30:29,Alexandra Linsley Long Batista,RGN,Counter-attacks,1st half,73.5,30.4
20180915-RGN-POR-1168,30:09,30:29,Alexandra Linsley Long Batista,RGN,Picking-ups,1st half,73.5,30.4
20180915-RGN-POR-1169,30:12,30:32,Adrianna Nichole Franch,POR,Supersaves,1st half,26.9,41.9
20180915-RGN-POR-1170,30:12,30:32,Alexandra Linsley Long Batista,RGN,Counter-attacks,1st half,78.1,26.1
20180915-RGN-POR-1171,30:12,30:32,Alexandra Linsley Long Batista,RGN,Shot on target,1st half,78.1,26.1
20180915-RGN-POR-1172,30:12,30:32,Adrianna Nichole Franch,POR,Shot on target (saved),1st half,26.9,41.9
20180915-RGN-POR-1173,30:12,30:32,Alexandra Linsley Long Batista,RGN,Shots,1st half,78.1,26.1
20180915-RGN-POR-1174,30:13,30:33,Adrianna Nichole Franch,POR,Counter-attacks,1st half,1.7,35.9
20180915-RGN-POR-1175,30:17,30:37,Adrianna Nichole Franch,POR,Passes accurate,1st half,7.3,39.7
20180915-RGN-POR-1176,30:22,30:42,Lindsey Michelle Horan,POR,Lost balls,1st half,42.2,66.3
20180915-RGN-POR-1177,30:22,30:42,Lindsey Michelle Horan,POR,Passes (inaccurate),1st half,44.1,63.9
20180915-RGN-POR-1178,30:22,30:42,Lindsey Michelle Horan,POR,Lost balls (in opp. half),1st half,42.2,66.3
20180915-RGN-POR-1179,30:23,30:43,Jasmyne Spencer,RGN,Interceptions,1st half,62.8,1.7
20180915-RGN-POR-1180,30:23,30:43,Jasmyne Spencer,RGN,Interceptions (in opp. half),1st half,62.8,1.7
20180915-RGN-POR-1181,30:23,30:43,Jasmyne Spencer,RGN,Challenges (lost),1st half,63.8,1.2
20180915-RGN-POR-1182,30:23,30:43,Tobin Powell Powell Heath,POR,Tackles (Successful actions),1st half,41.2,66.8
20180915-RGN-POR-1183,30:23,30:43,Jasmyne Spencer,RGN,Dribbles (Unsuccessful actions),1st half,63.8,1.2
20180915-RGN-POR-1184,30:23,30:43,Tobin Powell Powell Heath,POR,Challenges (won),1st half,41.2,66.8
20180915-RGN-POR-1185,30:29,30:49,Meghan Elizabeth Klingenberg,POR,Passes accurate,1st half,34.2,68.0
20180915-RGN-POR-1186,30:31,30:51,Lindsey Michelle Horan,POR,Lost balls (in opp. half),1st half,32.8,57.0
20180915-RGN-POR-1187,30:31,30:51,Lindsey Michelle Horan,POR,Passes (inaccurate),1st half,32.1,58.9
20180915-RGN-POR-1188,30:31,30:51,Lindsey Michelle Horan,POR,Lost balls,1st half,32.8,57.0
20180915-RGN-POR-1189,30:32,30:52,Jessica Anne Fishlock,RGN,Interceptions,1st half,72.2,11.0
20180915-RGN-POR-1190,30:32,30:52,Jessica Anne Fishlock,RGN,Interceptions (in opp. half),1st half,72.2,11.0
20180915-RGN-POR-1191,30:33,30:53,Jessica Anne Fishlock,RGN,Counter-attacks,1st half,77.1,13.4
20180915-RGN-POR-1192,30:33,30:53,Jessica Anne Fishlock,RGN,Passes accurate,1st half,77.1,13.4
20180915-RGN-POR-1193,30:34,30:54,Jodie Lee Taylor,RGN,Counter-attacks,1st half,80.6,14.4
20180915-RGN-POR-1194,30:36,30:56,Jodie Lee Taylor,RGN,Counter-attacks,1st half,79.8,18.9
20180915-RGN-POR-1195,30:36,30:56,Jodie Lee Taylor,RGN,Passes accurate,1st half,79.8,18.9
20180915-RGN-POR-1196,30:37,30:57,Jessica Anne Fishlock,RGN,Counter-attacks,1st half,87.6,20.6
20180915-RGN-POR-1197,30:37,30:57,Jessica Anne Fishlock,RGN,Passes accurate,1st half,87.8,20.1
20180915-RGN-POR-1198,30:37,30:57,Jessica Anne Fishlock,RGN,Counter-attacks,1st half,87.8,20.1
20180915-RGN-POR-1199,30:39,30:59,Jasmyne Spencer,RGN,Counter-attacks,1st half,91.8,7.9
20180915-RGN-POR-1200,30:41,31:01,Jasmyne Spencer,RGN,Crosses (inaccurate),1st half,97.9,8.9
20180915-RGN-POR-1201,30:41,31:01,Jasmyne Spencer,RGN,Passes into the penalty box,1st half,97.9,8.9
20180915-RGN-POR-1202,30:41,31:01,Jasmyne Spencer,RGN,Counter-attacks,1st half,97.9,8.9
20180915-RGN-POR-1203,30:41,31:01,Jasmyne Spencer,RGN,Counter-attacks,1st half,97.9,8.9
20180915-RGN-POR-1204,30:41,31:01,Jasmyne Spencer,RGN,Passes (inaccurate),1st half,97.9,8.9
20180915-RGN-POR-1205,30:43,31:03,Ellie Madison Carpenter,POR,Counter-attacks,1st half,3.8,27.1
20180915-RGN-POR-1206,30:43,31:03,Ellie Madison Carpenter,POR,Bad ball control,1st half,3.8,27.1
20180915-RGN-POR-1207,31:14,31:34,Megan Anna Rapinoe,RGN,Corner attacks,1st half,105.0,67.5
20180915-RGN-POR-1208,31:14,31:34,Megan Anna Rapinoe,RGN,Passes into the penalty box,1st half,105.0,67.5
20180915-RGN-POR-1209,31:14,31:34,Megan Anna Rapinoe,RGN,Passes (inaccurate),1st half,105.0,67.5
20180915-RGN-POR-1210,31:14,31:34,Megan Anna Rapinoe,RGN,Lost balls,1st half,102.3,33.0
20180915-RGN-POR-1211,31:14,31:34,Megan Anna Rapinoe,RGN,Corner attacks,1st half,105.0,67.5
20180915-RGN-POR-1212,31:16,31:36,Adrianna Nichole Franch,POR,Interceptions,1st half,2.7,35.0
20180915-RGN-POR-1213,31:16,31:36,Adrianna Nichole Franch,POR,Corner attacks,1st half,2.7,35.0
20180915-RGN-POR-1214,31:37,31:57,Theresa Eslund,RGN,Passes accurate,1st half,91.1,0.0
20180915-RGN-POR-1215,31:37,31:57,Theresa Eslund,RGN,Positional attacks,1st half,91.1,0.0
20180915-RGN-POR-1216,31:39,31:59,Rumi Utsugi,RGN,Positional attacks,1st half,81.5,8.6
20180915-RGN-POR-1217,31:40,32:00,Rumi Utsugi,RGN,Passes accurate,1st half,83.4,8.4
20180915-RGN-POR-1218,31:40,32:00,Rumi Utsugi,RGN,Positional attacks,1st half,83.4,8.4
20180915-RGN-POR-1219,31:42,32:02,Theresa Eslund,RGN,Positional attacks,1st half,84.6,1.2
20180915-RGN-POR-1220,31:42,32:02,Theresa Eslund,RGN,Passes accurate,1st half,85.1,1.2
20180915-RGN-POR-1221,31:42,32:02,Theresa Eslund,RGN,Positional attacks,1st half,85.1,1.2
20180915-RGN-POR-1222,31:43,32:03,Rumi Utsugi,RGN,Positional attacks,1st half,77.1,3.8
20180915-RGN-POR-1223,31:45,32:05,Rumi Utsugi,RGN,Positional attacks,1st half,71.0,3.4
20180915-RGN-POR-1224,31:45,32:05,Rumi Utsugi,RGN,Passes accurate,1st half,71.0,3.4
20180915-RGN-POR-1225,31:47,32:07,Megan Leigh Oyster,RGN,Positional attacks,1st half,56.9,6.7
20180915-RGN-POR-1226,31:48,32:08,Megan Leigh Oyster,RGN,Passes accurate,1st half,56.1,12.7
20180915-RGN-POR-1227,31:48,32:08,Megan Leigh Oyster,RGN,Positional attacks,1st half,56.1,12.7
20180915-RGN-POR-1228,31:49,32:09,Lauren Kate Barnes,RGN,Positional attacks,1st half,48.5,32.1
20180915-RGN-POR-1229,31:51,32:11,Lauren Kate Barnes,RGN,Positional attacks,1st half,50.6,37.4
20180915-RGN-POR-1230,31:51,32:11,Lauren Kate Barnes,RGN,Passes (inaccurate),1st half,50.6,37.4
20180915-RGN-POR-1231,31:53,32:13,Emily Ann Sonnett,POR,Positional attacks,1st half,20.8,22.0
20180915-RGN-POR-1232,31:53,32:13,Emily Ann Sonnett,POR,Interceptions,1st half,20.8,22.0
20180915-RGN-POR-1233,31:55,32:15,Jodie Lee Taylor,RGN,Shot on target,1st half,84.6,42.1
20180915-RGN-POR-1234,31:55,32:15,Adrianna Nichole Franch,POR,Shot on target (saved),1st half,20.4,25.9
20180915-RGN-POR-1235,31:55,32:15,Jodie Lee Taylor,RGN,Positional attacks,1st half,84.6,42.1
20180915-RGN-POR-1236,31:55,32:15,Jodie Lee Taylor,RGN,Shots,1st half,84.6,42.1
20180915-RGN-POR-1237,31:55,32:15,Adrianna Nichole Franch,POR,Supersaves,1st half,20.4,25.9
20180915-RGN-POR-1238,31:55,32:15,Jodie Lee Taylor,RGN,Positional attacks,1st half,84.6,42.1
20180915-RGN-POR-1239,31:55,32:15,Jodie Lee Taylor,RGN,Picking-ups (in opp. half),1st half,84.6,42.1
20180915-RGN-POR-1240,31:55,32:15,Jodie Lee Taylor,RGN,Picking-ups,1st half,84.6,42.1
20180915-RGN-POR-1241,31:56,32:16,Adrianna Nichole Franch,POR,Positional attacks,1st half,2.7,33.5
20180915-RGN-POR-1242,32:41,33:01,Stephanie-Elise Catley,RGN,Corner attacks,1st half,105.0,0.0
20180915-RGN-POR-1243,32:41,33:01,Stephanie-Elise Catley,RGN,Corner attacks,1st half,105.0,0.0
20180915-RGN-POR-1244,32:41,33:01,Stephanie-Elise Catley,RGN,Passes into the penalty box,1st half,105.0,0.0
20180915-RGN-POR-1245,32:41,33:01,Stephanie-Elise Catley,RGN,Passes accurate,1st half,105.0,0.0
20180915-RGN-POR-1246,32:43,33:03,Lindsey Michelle Horan,POR,Corner attacks,1st half,4.2,33.8
20180915-RGN-POR-1247,32:43,33:03,Lindsey Michelle Horan,POR,Air challenges (won),1st half,4.2,33.8
20180915-RGN-POR-1248,32:43,33:03,Alexandra Linsley Long Batista,RGN,Challenges (lost),1st half,100.8,34.2
20180915-RGN-POR-1249,32:43,33:03,Lindsey Michelle Horan,POR,Challenges (won),1st half,4.2,33.8
20180915-RGN-POR-1250,32:43,33:03,Alexandra Linsley Long Batista,RGN,Air challenges (lost),1st half,100.8,34.2
20180915-RGN-POR-1251,32:43,33:03,Megan Anna Rapinoe,RGN,Picking-ups (in opp. half),1st half,99.1,40.2
20180915-RGN-POR-1252,32:43,33:03,Megan Anna Rapinoe,RGN,Picking-ups,1st half,99.1,40.2
20180915-RGN-POR-1253,32:43,33:03,Megan Anna Rapinoe,RGN,Corner attacks,1st half,99.1,40.2
20180915-RGN-POR-1254,32:44,33:04,Megan Anna Rapinoe,RGN,Shots,1st half,96.2,39.7
20180915-RGN-POR-1255,32:44,33:04,Caitlin Jade Foord,POR,Corner attacks,1st half,3.2,36.4
20180915-RGN-POR-1256,32:44,33:04,Caitlin Jade Foord,POR,Interceptions,1st half,3.2,36.4
