,raw_event_ID,start_time,end_time,player_ID,team,action,half,pos_x,pos_y,successful
345,1955,49:21,49:41,150,Portland Thorns,challenge,2nd half,33.0,61.3,0
346,1957,49:21,49:41,150,Portland Thorns,tackle,2nd half,33.0,61.3,0
347,1959,49:21,49:41,219,OL Reign,take_on,2nd half,72.0,6.7,1
348,1961,49:22,49:42,150,Portland Thorns,foul,2nd half,28.8,60.6,null
349,1979,51:07,51:27,8,OL Reign,recovery,2nd half,38.0,26.3,null
350,1986,51:12,51:32,217,Portland Thorns,recovery,2nd half,31.7,35.0,null
351,1989,51:13,51:33,192,OL Reign,challenge,2nd half,74.6,46.5,1
352,1990,51:13,51:33,30,Portland Thorns,challenge,2nd half,30.4,21.5,0
353,1992,51:13,51:33,192,OL Reign,dribble,2nd half,74.6,46.0,1
354,1993,51:17,51:37,75,Portland Thorns,save,2nd half,26.0,43.8,null
355,2002,51:57,52:17,192,OL Reign,challenge,2nd half,100.0,36.6,0
356,2004,51:57,52:17,213,Portland Thorns,challenge,2nd half,5.0,31.4,1
357,2015,52:28,52:48,89,Portland Thorns,dribble,2nd half,13.7,19.6,1
358,2020,52:37,52:57,8,OL Reign,recovery,2nd half,35.1,39.7,null
359,2024,52:41,53:01,121,Portland Thorns,recovery,2nd half,34.9,12.5,null
360,2036,52:53,53:13,39,Portland Thorns,dribble,2nd half,58.2,0.5,1
361,2040,53:00,53:20,30,Portland Thorns,challenge,2nd half,94.3,4.1,0
362,2042,53:00,53:20,31,OL Reign,tackle,2nd half,10.7,63.9,1
363,2043,53:00,53:20,31,OL Reign,challenge,2nd half,10.7,63.9,1
364,2044,53:00,53:20,30,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,94.3,4.1,null
365,2049,53:36,53:56,16,Portland Thorns,challenge,2nd half,102.3,26.3,0
366,2050,53:36,53:56,228,OL Reign,challenge,2nd half,2.7,41.7,1
367,2064,53:44,54:04,192,OL Reign,foul,2nd half,11.6,63.9,null
368,2071,54:48,55:08,72,OL Reign,challenge,2nd half,7.1,36.4,1
369,2072,54:48,55:08,94,Portland Thorns,challenge,2nd half,97.9,31.6,0
370,2074,54:49,55:09,94,Portland Thorns,foul,2nd half,97.9,31.1,null
371,2077,55:13,55:33,192,OL Reign,challenge,2nd half,47.5,55.1,0
372,2078,55:13,55:33,16,Portland Thorns,challenge,2nd half,57.5,12.9,1
373,2093,55:20,55:40,192,OL Reign,dribble,2nd half,44.7,64.2,1
374,2095,55:22,55:42,192,OL Reign,take_on,2nd half,54.4,64.9,1
375,2096,55:22,55:42,16,Portland Thorns,challenge,2nd half,50.6,3.1,0
376,2097,55:22,55:42,16,Portland Thorns,tackle,2nd half,50.6,3.1,0
377,2099,55:23,55:43,16,Portland Thorns,foul,2nd half,49.8,3.8,null
378,2105,56:04,56:24,39,Portland Thorns,tackle,2nd half,14.3,15.1,1
379,2106,56:04,56:24,39,Portland Thorns,challenge,2nd half,14.3,15.1,1
380,2107,56:04,56:24,192,OL Reign,challenge,2nd half,90.7,52.9,0
381,2109,56:05,56:25,72,OL Reign,recovery,2nd half,89.7,41.9,null
382,2110,56:05,56:25,72,OL Reign,Dribbles (Unsuccessful actions),2nd half,89.7,41.9,null
383,2113,56:05,56:25,94,Portland Thorns,tackle,2nd half,15.3,26.1,1
384,2114,56:05,56:25,94,Portland Thorns,challenge,2nd half,15.3,26.1,1
385,2116,56:05,56:25,72,OL Reign,challenge,2nd half,89.7,41.9,0
386,2119,56:09,56:29,213,Portland Thorns,challenge,2nd half,29.8,28.7,0
387,2121,56:09,56:29,72,OL Reign,tackle,2nd half,75.2,39.3,1
388,2122,56:09,56:29,72,OL Reign,challenge,2nd half,75.2,39.3,1
389,2123,56:09,56:29,213,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,29.8,28.7,null
390,2125,56:10,56:30,233,OL Reign,recovery,2nd half,75.8,43.3,null
391,2127,56:11,56:31,213,Portland Thorns,foul,2nd half,29.2,24.9,null
392,2137,57:14,57:34,219,OL Reign,challenge,2nd half,66.6,4.8,1
393,2139,57:14,57:34,121,Portland Thorns,challenge,2nd half,38.4,63.2,0
394,2152,57:23,57:43,30,Portland Thorns,dribble,2nd half,25.8,18.9,1
395,2158,57:28,57:48,8,OL Reign,challenge,2nd half,44.1,53.2,0
396,2159,57:28,57:48,74,Portland Thorns,challenge,2nd half,60.9,14.8,1
397,2161,57:28,57:48,8,OL Reign,foul,2nd half,43.7,53.6,null
398,2169,57:58,58:18,94,Portland Thorns,challenge,2nd half,95.8,35.0,0
399,2170,57:58,58:18,243,OL Reign,challenge,2nd half,9.2,33.0,1
400,2177,58:00,58:20,89,Portland Thorns,challenge,2nd half,91.1,30.4,1
401,2179,58:00,58:20,233,OL Reign,challenge,2nd half,13.9,37.6,0
402,2183,58:03,58:23,192,OL Reign,recovery,2nd half,14.5,50.8,null
403,2186,58:06,58:26,16,Portland Thorns,recovery,2nd half,67.8,12.9,null
404,2195,58:09,58:29,39,Portland Thorns,challenge,2nd half,84.2,11.3,0
405,2196,58:09,58:29,166,OL Reign,challenge,2nd half,20.8,56.7,1
406,2200,58:12,58:32,8,OL Reign,recovery,2nd half,8.4,52.4,null
407,2208,58:16,58:36,31,OL Reign,recovery,2nd half,23.3,52.9,null
408,2212,58:19,58:39,192,OL Reign,dribble,2nd half,35.3,62.5,1
409,2217,58:25,58:45,166,OL Reign,dribble,2nd half,33.0,20.1,1
410,2221,58:33,58:53,121,Portland Thorns,challenge,2nd half,23.1,65.1,1
411,2222,58:33,58:53,219,OL Reign,challenge,2nd half,81.9,2.9,0
412,2234,58:52,59:12,172,OL Reign,recovery,2nd half,70.3,5.3,null
413,2235,58:53,59:13,89,Portland Thorns,challenge,2nd half,26.7,60.8,0
414,2236,58:53,59:13,172,OL Reign,take_on,2nd half,78.3,7.2,1
415,2237,58:53,59:13,89,Portland Thorns,tackle,2nd half,26.7,60.8,0
416,2244,58:55,59:15,121,Portland Thorns,recovery,2nd half,10.9,60.1,null
417,2249,58:58,59:18,135,OL Reign,foul,2nd half,95.1,12.5,null
418,2259,60:14,60:34,135,OL Reign,challenge,2nd half,39.7,17.0,1
419,2260,60:14,60:34,94,Portland Thorns,challenge,2nd half,65.3,51.0,0
420,2270,60:56,61:16,94,Portland Thorns,challenge,2nd half,89.5,36.6,0
421,2275,60:56,61:16,172,OL Reign,challenge,2nd half,15.5,31.4,1
422,2276,60:56,61:16,94,Portland Thorns,foul,2nd half,89.2,36.9,null
423,2285,61:35,61:55,172,OL Reign,recovery,2nd half,30.0,12.9,null
424,2291,61:41,62:01,150,Portland Thorns,recovery,2nd half,31.3,57.2,null
425,2300,61:47,62:07,72,OL Reign,recovery,2nd half,79.6,3.4,null
426,2325,62:13,62:33,172,OL Reign,challenge,2nd half,0.59999999999999,9.3,1
427,2326,62:13,62:33,89,Portland Thorns,challenge,2nd half,104.4,58.7,0
428,2327,62:13,62:33,172,OL Reign,tackle,2nd half,0.59999999999999,9.3,1
429,2328,62:13,62:33,89,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,104.4,58.7,null
430,2334,62:18,62:38,150,Portland Thorns,recovery,2nd half,60.3,56.5,null
431,2343,62:38,62:58,213,Portland Thorns,recovery,2nd half,70.6,57.0,null
432,2348,62:40,63:00,74,Portland Thorns,challenge,2nd half,82.1,59.4,0
433,2350,62:40,63:00,172,OL Reign,challenge,2nd half,22.9,8.6,1
434,2352,62:42,63:02,233,OL Reign,recovery,2nd half,27.9,18.0,null
435,2362,62:58,63:18,89,Portland Thorns,recovery,2nd half,68.5,32.8,null
436,2371,63:07,63:27,172,OL Reign,recovery,2nd half,5.5,15.3,null
437,2374,63:10,63:30,89,Portland Thorns,recovery,2nd half,63.6,62.7,null
438,2376,63:12,63:32,228,OL Reign,tackle,2nd half,41.6,5.5,0
439,2377,63:12,63:32,228,OL Reign,challenge,2nd half,41.6,5.5,0
440,2378,63:12,63:32,89,Portland Thorns,take_on,2nd half,63.4,62.5,1
441,2380,63:12,63:32,228,OL Reign,foul,2nd half,41.6,5.5,null
442,2389,64:01,64:21,94,Portland Thorns,challenge,2nd half,90.1,29.5,0
443,2391,64:01,64:21,172,OL Reign,challenge,2nd half,14.9,38.5,1
444,2393,64:02,64:22,94,Portland Thorns,foul,2nd half,90.5,28.5,null
445,2398,64:27,64:47,30,Portland Thorns,challenge,2nd half,50.4,7.7,0
446,2399,64:27,64:47,192,OL Reign,challenge,2nd half,54.6,60.3,1
447,2418,64:48,65:08,192,OL Reign,challenge,2nd half,59.0,65.1,0
448,2419,64:48,65:08,39,Portland Thorns,challenge,2nd half,46.0,2.9,1
449,2427,64:52,65:12,233,OL Reign,foul,2nd half,51.0,61.5,null
450,2439,65:28,65:48,217,Portland Thorns,recovery,2nd half,56.1,4.3,null
451,2447,65:32,65:52,94,Portland Thorns,challenge,2nd half,87.6,32.3,1
452,2449,65:32,65:52,172,OL Reign,challenge,2nd half,17.4,35.7,0
453,2458,66:05,66:25,233,OL Reign,challenge,2nd half,45.2,57.7,0
454,2459,66:05,66:25,16,Portland Thorns,challenge,2nd half,59.8,10.3,1
455,2463,66:08,66:28,74,Portland Thorns,challenge,2nd half,74.6,28.7,0
456,2464,66:08,66:28,172,OL Reign,tackle,2nd half,30.4,39.3,1
457,2465,66:08,66:28,172,OL Reign,challenge,2nd half,30.4,39.3,1
458,2466,66:08,66:28,74,Portland Thorns,recovery,2nd half,74.6,28.7,null
459,2468,66:08,66:28,74,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,74.6,28.7,null
460,2474,66:11,66:31,8,OL Reign,challenge,2nd half,23.3,48.4,0
461,2475,66:11,66:31,213,Portland Thorns,challenge,2nd half,81.7,19.6,1
462,2480,66:13,66:33,39,Portland Thorns,recovery,2nd half,82.3,16.0,null
463,2495,67:28,67:48,192,OL Reign,dribble,2nd half,84.2,60.6,1
464,2508,67:48,68:08,89,Portland Thorns,recovery,2nd half,24.6,35.0,null
465,2513,67:53,68:13,213,Portland Thorns,dribble,2nd half,52.7,22.0,1
466,2520,67:58,68:18,166,OL Reign,challenge,2nd half,14.7,36.4,1
467,2521,67:58,68:18,94,Portland Thorns,challenge,2nd half,90.3,31.6,0
468,2527,68:52,69:12,16,Portland Thorns,foul,2nd half,60.7,14.4,null
469,2542,69:10,69:30,75,Portland Thorns,recovery,2nd half,2.9,33.3,null
470,2548,69:41,70:01,94,Portland Thorns,recovery,2nd half,28.3,61.5,null
471,2554,69:43,70:03,72,OL Reign,recovery,2nd half,71.8,13.9,null
472,2558,69:44,70:04,217,Portland Thorns,recovery,2nd half,26.0,46.5,null
473,2560,69:48,70:08,74,Portland Thorns,challenge,2nd half,69.3,29.5,0
474,2561,69:48,70:08,8,OL Reign,challenge,2nd half,35.7,38.5,1
475,2565,69:52,70:12,135,OL Reign,recovery,2nd half,36.1,28.7,null
476,2571,69:56,70:16,121,Portland Thorns,recovery,2nd half,54.8,63.0,null
477,2579,70:04,70:24,243,OL Reign,recovery,2nd half,6.3,21.3,null
478,2587,70:28,70:48,39,Portland Thorns,challenge,2nd half,59.4,8.1,1
479,2591,70:28,70:48,31,OL Reign,challenge,2nd half,45.6,59.9,0
480,2594,70:32,70:52,72,OL Reign,tackle,2nd half,45.6,54.6,0
481,2595,70:32,70:52,16,Portland Thorns,take_on,2nd half,59.4,13.4,1
482,2596,70:32,70:52,72,OL Reign,challenge,2nd half,45.6,54.6,0
483,2601,70:36,70:56,8,OL Reign,challenge,2nd half,13.9,51.7,1
484,2603,70:36,70:56,74,Portland Thorns,challenge,2nd half,91.1,16.3,0
485,2608,71:07,71:27,94,Portland Thorns,challenge,2nd half,98.3,18.0,0
486,2609,71:07,71:27,72,OL Reign,challenge,2nd half,6.7,50.0,1
487,2617,71:19,71:39,150,Portland Thorns,recovery,2nd half,34.2,62.7,null
488,2625,71:26,71:46,31,OL Reign,recovery,2nd half,32.1,49.1,null
489,2632,71:30,71:50,135,OL Reign,recovery,2nd half,35.5,42.6,null
490,2640,71:32,71:52,172,OL Reign,recovery,2nd half,25.0,34.2,null
491,2645,71:39,71:59,30,Portland Thorns,tackle,2nd half,38.6,1.0,1
492,2646,71:39,71:59,30,Portland Thorns,challenge,2nd half,38.6,1.0,1
493,2647,71:39,71:59,192,OL Reign,challenge,2nd half,66.4,67.0,0
494,2648,71:39,71:59,192,OL Reign,Dribbles (Unsuccessful actions),2nd half,66.4,67.0,null
495,2654,71:46,72:06,72,OL Reign,challenge,2nd half,73.1,55.5,1
496,2655,71:46,72:06,16,Portland Thorns,challenge,2nd half,31.9,12.5,0
497,2658,71:47,72:07,72,OL Reign,dribble,2nd half,75.4,54.6,1
498,2663,71:50,72:10,30,Portland Thorns,recovery,2nd half,17.0,11.3,null
499,2669,73:09,73:29,135,OL Reign,recovery,2nd half,48.7,56.0,null
500,2671,73:09,73:29,135,OL Reign,dribble,2nd half,48.9,53.6,1
501,2672,73:10,73:30,135,OL Reign,take_on,2nd half,48.7,52.9,1
502,2673,73:10,73:30,213,Portland Thorns,tackle,2nd half,56.3,15.1,0
503,2674,73:10,73:30,213,Portland Thorns,challenge,2nd half,56.3,15.1,0
504,2685,73:27,73:47,31,OL Reign,recovery,2nd half,48.7,61.3,null
505,2688,73:28,73:48,135,OL Reign,challenge,2nd half,56.3,58.2,0
506,2689,73:28,73:48,213,Portland Thorns,challenge,2nd half,48.7,9.8,1
507,2694,73:30,73:50,8,OL Reign,recovery,2nd half,41.6,54.6,null
508,2701,73:34,73:54,94,Portland Thorns,dribble,2nd half,63.4,25.1,1
509,2711,73:42,74:02,16,Portland Thorns,recovery,2nd half,75.6,40.5,null
510,2713,73:44,74:04,89,Portland Thorns,dribble,2nd half,85.1,61.5,1
511,2714,73:49,74:09,219,OL Reign,challenge,2nd half,10.7,4.3,0
512,2715,73:49,74:09,219,OL Reign,tackle,2nd half,10.7,4.3,0
513,2716,73:49,74:09,89,Portland Thorns,take_on,2nd half,94.3,63.7,1
514,2740,74:14,74:34,243,OL Reign,recovery,2nd half,4.4,33.0,null
515,2747,74:21,74:41,150,Portland Thorns,challenge,2nd half,46.6,37.6,1
516,2749,74:21,74:41,228,OL Reign,challenge,2nd half,58.4,30.4,0
517,2752,74:23,74:43,219,OL Reign,recovery,2nd half,57.8,9.8,null
518,2757,74:31,74:51,121,Portland Thorns,recovery,2nd half,4.0,56.3,null
519,2762,74:42,75:02,74,Portland Thorns,challenge,2nd half,44.3,64.9,0
520,2763,74:42,75:02,172,OL Reign,challenge,2nd half,60.7,3.1,1
521,2776,75:06,75:26,74,Portland Thorns,challenge,2nd half,65.3,53.6,0
522,2777,75:06,75:26,172,OL Reign,challenge,2nd half,39.7,14.4,1
523,2779,75:07,75:27,233,OL Reign,challenge,2nd half,44.1,9.8,1
524,2780,75:07,75:27,213,Portland Thorns,challenge,2nd half,60.9,58.2,0
525,2782,75:08,75:28,39,Portland Thorns,challenge,2nd half,72.5,46.7,0
526,2783,75:08,75:28,8,OL Reign,challenge,2nd half,32.5,21.3,1
527,2785,75:10,75:30,89,Portland Thorns,recovery,2nd half,62.6,61.1,null
528,2787,75:10,75:30,89,Portland Thorns,dribble,2nd half,61.5,63.9,1
529,2790,75:12,75:32,233,OL Reign,tackle,2nd half,34.7,6.0,0
530,2791,75:12,75:32,233,OL Reign,challenge,2nd half,34.7,6.0,0
531,2792,75:12,75:32,89,Portland Thorns,take_on,2nd half,70.3,62.0,1
532,2797,75:16,75:36,94,Portland Thorns,challenge,2nd half,80.0,38.1,0
533,2798,75:16,75:36,192,OL Reign,challenge,2nd half,25.0,29.9,1
534,2799,75:16,75:36,192,OL Reign,tackle,2nd half,25.0,29.9,1
535,2802,75:18,75:38,213,Portland Thorns,recovery,2nd half,81.1,42.4,null
536,2806,75:20,75:40,30,Portland Thorns,dribble,2nd half,78.3,16.8,1
537,2807,75:25,75:45,30,Portland Thorns,challenge,2nd half,94.1,16.0,0
538,2809,75:25,75:45,31,OL Reign,challenge,2nd half,10.9,52.0,1
539,2810,75:25,75:45,31,OL Reign,tackle,2nd half,10.9,52.0,1
540,2813,75:28,75:48,16,Portland Thorns,recovery,2nd half,76.4,4.3,null
541,2815,75:28,75:48,16,Portland Thorns,dribble,2nd half,76.0,2.9,1
542,2834,75:38,75:58,121,Portland Thorns,recovery,2nd half,73.5,38.3,null
543,2838,75:40,76:00,94,Portland Thorns,challenge,2nd half,81.7,27.8,0
544,2839,75:40,76:00,166,OL Reign,tackle,2nd half,23.3,40.2,1
545,2840,75:40,76:00,166,OL Reign,challenge,2nd half,23.3,40.2,1
546,2841,75:40,76:00,94,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,81.7,27.8,null
547,2843,75:42,76:02,233,OL Reign,recovery,2nd half,20.4,33.8,null
548,2845,75:44,76:04,89,Portland Thorns,challenge,2nd half,77.7,33.3,1
549,2846,75:44,76:04,233,OL Reign,challenge,2nd half,27.3,34.7,0
550,2847,75:44,76:04,89,Portland Thorns,tackle,2nd half,77.7,33.3,1
551,2850,75:46,76:06,39,Portland Thorns,recovery,2nd half,75.6,28.3,null
552,2866,77:24,77:44,74,Portland Thorns,challenge,2nd half,65.9,2.4,0
553,2867,77:24,77:44,172,OL Reign,challenge,2nd half,39.1,65.6,1
554,2879,77:48,78:08,135,OL Reign,recovery,2nd half,26.5,51.5,null
555,2890,77:55,78:15,249,OL Reign,recovery,2nd half,41.6,15.6,null
556,2891,77:56,78:16,94,Portland Thorns,challenge,2nd half,63.0,52.0,1
557,2892,77:56,78:16,249,OL Reign,challenge,2nd half,42.0,16.0,0
558,2893,77:56,78:16,94,Portland Thorns,tackle,2nd half,63.0,52.0,1
559,2896,77:59,78:19,249,OL Reign,challenge,2nd half,36.5,16.8,1
560,2897,77:59,78:19,213,Portland Thorns,challenge,2nd half,68.5,51.2,0
561,2900,78:01,78:21,94,Portland Thorns,recovery,2nd half,73.7,47.2,null
562,2922,78:34,78:54,150,Portland Thorns,recovery,2nd half,26.0,24.4,null
563,2940,78:44,79:04,72,OL Reign,recovery,2nd half,74.3,50.0,null
564,2966,79:00,79:20,74,Portland Thorns,challenge,2nd half,61.3,59.6,0
565,2967,79:00,79:20,172,OL Reign,challenge,2nd half,43.7,8.4,1
566,2989,79:25,79:45,192,OL Reign,dribble,2nd half,47.9,60.8,1
567,2991,79:27,79:47,192,OL Reign,take_on,2nd half,50.2,40.9,1
568,2993,79:27,79:47,150,Portland Thorns,challenge,2nd half,54.8,27.1,0
569,2994,79:27,79:47,150,Portland Thorns,tackle,2nd half,54.8,27.1,0
570,3001,79:34,79:54,121,Portland Thorns,challenge,2nd half,13.2,44.3,0
571,3002,79:34,79:54,249,OL Reign,take_on,2nd half,91.8,23.7,1
572,3003,79:34,79:54,121,Portland Thorns,tackle,2nd half,13.2,44.3,0
573,3007,79:37,79:57,217,Portland Thorns,recovery,2nd half,7.1,40.0,null
574,3012,79:43,80:03,172,OL Reign,recovery,2nd half,69.5,2.9,null
575,3024,79:47,80:07,192,OL Reign,challenge,2nd half,91.6,39.3,1
576,3025,79:47,80:07,39,Portland Thorns,challenge,2nd half,13.4,28.7,0
577,3032,80:19,80:39,213,Portland Thorns,challenge,2nd half,43.7,62.7,1
578,3033,80:19,80:39,249,OL Reign,challenge,2nd half,61.3,5.3,0
579,3035,80:19,80:39,166,OL Reign,recovery,2nd half,48.7,6.0,null
580,3043,80:26,80:46,150,Portland Thorns,challenge,2nd half,39.9,52.9,1
581,3044,80:26,80:46,228,OL Reign,challenge,2nd half,65.1,15.1,0
582,3051,80:28,80:48,135,OL Reign,challenge,2nd half,49.1,15.1,0
583,3054,80:28,80:48,94,Portland Thorns,challenge,2nd half,55.9,52.9,1
584,3056,80:28,80:48,135,OL Reign,foul,2nd half,49.1,15.8,null
585,3072,82:19,82:39,192,OL Reign,recovery,2nd half,13.2,46.7,null
586,3073,82:21,82:41,94,Portland Thorns,tackle,2nd half,91.8,23.2,1
587,3074,82:21,82:41,94,Portland Thorns,challenge,2nd half,91.8,23.2,1
588,3075,82:21,82:41,192,OL Reign,challenge,2nd half,13.2,44.8,0
589,3077,82:22,82:42,192,OL Reign,challenge,2nd half,13.2,48.6,1
590,3078,82:22,82:42,217,Portland Thorns,challenge,2nd half,91.8,19.4,0
591,3082,82:25,82:45,89,Portland Thorns,recovery,2nd half,79.4,15.6,null
592,3083,82:28,82:48,192,OL Reign,tackle,2nd half,21.6,55.5,1
593,3084,82:28,82:48,192,OL Reign,challenge,2nd half,21.6,55.5,1
594,3085,82:28,82:48,89,Portland Thorns,challenge,2nd half,83.4,12.5,0
595,3087,82:28,82:48,89,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,83.4,12.5,null
596,3093,82:34,82:54,121,Portland Thorns,recovery,2nd half,66.4,56.0,null
597,3096,82:34,82:54,121,Portland Thorns,dribble,2nd half,66.4,56.0,1
598,3106,82:41,83:01,89,Portland Thorns,recovery,2nd half,86.5,34.5,null
599,3113,83:19,83:39,39,Portland Thorns,challenge,2nd half,59.0,4.8,1
600,3114,83:19,83:39,3,OL Reign,challenge,2nd half,46.0,63.2,0
601,3115,83:20,83:40,192,OL Reign,recovery,2nd half,50.8,67.5,null
602,3116,83:24,83:44,192,OL Reign,Dribbles (Unsuccessful actions),2nd half,50.8,66.8,null
603,3117,83:24,83:44,94,Portland Thorns,challenge,2nd half,54.2,1.2,1
604,3119,83:24,83:44,192,OL Reign,challenge,2nd half,50.8,66.8,0
605,3120,83:24,83:44,94,Portland Thorns,tackle,2nd half,54.2,1.2,1
606,3122,83:24,83:44,192,OL Reign,foul,2nd half,50.4,66.8,null
607,3125,83:48,84:08,74,Portland Thorns,dribble,2nd half,89.5,12.9,1
608,3139,84:41,85:01,192,OL Reign,recovery,2nd half,13.6,44.8,null
609,3144,84:42,85:02,213,Portland Thorns,recovery,2nd half,93.7,24.9,null
610,3148,84:43,85:03,213,Portland Thorns,challenge,2nd half,94.5,24.2,0
611,3149,84:43,85:03,342,OL Reign,challenge,2nd half,10.5,43.8,1
612,3150,84:43,85:03,342,OL Reign,tackle,2nd half,10.5,43.8,1
613,3154,84:53,85:13,150,Portland Thorns,recovery,2nd half,35.9,15.6,null
614,3165,85:07,85:27,8,OL Reign,recovery,2nd half,45.2,58.4,null
615,3174,85:10,85:30,8,OL Reign,recovery,2nd half,48.1,57.2,null
616,3177,85:11,85:31,342,OL Reign,challenge,2nd half,56.7,55.1,0
617,3178,85:11,85:31,16,Portland Thorns,challenge,2nd half,48.3,12.9,1
618,3179,85:12,85:32,16,Portland Thorns,tackle,2nd half,51.2,12.2,0
619,3181,85:12,85:32,16,Portland Thorns,challenge,2nd half,51.2,12.2,0
620,3182,85:12,85:32,3,OL Reign,take_on,2nd half,53.8,55.8,1
621,3185,85:12,85:32,3,OL Reign,recovery,2nd half,53.8,55.8,null
622,3191,85:18,85:38,94,Portland Thorns,foul,2nd half,31.3,11.3,null
623,3201,86:06,86:26,228,OL Reign,challenge,2nd half,96.4,19.6,1
624,3203,86:06,86:26,74,Portland Thorns,challenge,2nd half,8.6,48.4,0
625,3209,86:10,86:30,94,Portland Thorns,challenge,2nd half,8.4,36.4,1
626,3210,86:10,86:30,31,OL Reign,challenge,2nd half,96.6,31.6,0
627,3215,86:12,86:32,39,Portland Thorns,recovery,2nd half,6.9,48.1,null
628,3229,88:11,88:31,213,Portland Thorns,recovery,2nd half,17.4,36.9,null
629,3232,88:18,88:38,31,OL Reign,recovery,2nd half,38.0,48.8,null
630,3243,88:29,88:49,30,Portland Thorns,recovery,2nd half,10.7,10.1,null
631,3250,88:42,89:02,192,OL Reign,dribble,2nd half,96.8,65.4,1
632,3262,88:48,89:08,39,Portland Thorns,recovery,2nd half,22.5,14.4,null
633,3267,88:51,89:11,8,OL Reign,recovery,2nd half,62.0,61.1,null
634,3281,89:24,89:44,213,Portland Thorns,challenge,2nd half,57.3,58.9,0
635,3282,89:24,89:44,249,OL Reign,challenge,2nd half,47.7,9.1,1
636,3290,89:42,90:02,172,OL Reign,challenge,2nd half,42.4,3.1,1
637,3291,89:42,90:02,213,Portland Thorns,challenge,2nd half,62.6,64.9,0
638,3297,89:44,90:04,89,Portland Thorns,recovery,2nd half,55.7,66.6,null
639,3307,90:08,90:28,39,Portland Thorns,recovery,2nd half,74.6,64.2,null
640,3321,90:33,90:53,94,Portland Thorns,challenge,2nd half,71.4,66.1,0
641,3322,90:33,90:53,228,OL Reign,challenge,2nd half,33.6,1.9,1
642,3323,90:33,90:53,228,OL Reign,tackle,2nd half,33.6,1.9,1
643,3326,90:48,91:08,74,Portland Thorns,challenge,2nd half,81.1,63.2,0
644,3328,90:48,91:08,172,OL Reign,challenge,2nd half,23.9,4.8,1
645,3341,91:29,91:49,94,Portland Thorns,challenge,2nd half,63.0,55.8,0
646,3342,91:29,91:49,3,OL Reign,challenge,2nd half,42.0,12.2,1
647,3344,91:30,91:50,94,Portland Thorns,foul,2nd half,62.6,56.0,null
648,3357,91:56,92:16,94,Portland Thorns,challenge,2nd half,31.5,38.1,0
649,3359,91:56,92:16,3,OL Reign,challenge,2nd half,73.5,29.9,1
650,3373,92:09,92:29,249,OL Reign,recovery,2nd half,97.9,9.1,null
651,3379,92:12,92:32,342,OL Reign,challenge,2nd half,98.9,15.1,0
652,3380,92:12,92:32,16,Portland Thorns,tackle,2nd half,6.1,52.9,1
653,3381,92:12,92:32,16,Portland Thorns,challenge,2nd half,6.1,52.9,1
654,3382,92:12,92:32,342,OL Reign,Dribbles (Unsuccessful actions),2nd half,98.9,15.1,null
655,3384,92:14,92:34,89,Portland Thorns,recovery,2nd half,7.6,47.4,null
656,3387,92:19,92:39,74,Portland Thorns,challenge,2nd half,49.1,37.1,0
657,3388,92:19,92:39,74,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,49.1,37.1,null
658,3389,92:19,92:39,31,OL Reign,challenge,2nd half,55.9,30.9,1
659,3390,92:19,92:39,31,OL Reign,tackle,2nd half,55.9,30.9,1
660,3393,92:22,92:42,8,OL Reign,recovery,2nd half,36.1,30.6,null
661,3409,92:34,92:54,74,Portland Thorns,dribble,2nd half,61.1,50.3,1
662,3423,93:03,93:23,89,Portland Thorns,challenge,2nd half,92.6,65.4,0
663,3424,93:03,93:23,166,OL Reign,tackle,2nd half,12.4,2.6,1
664,3425,93:03,93:23,89,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,92.6,65.4,null
665,3426,93:03,93:23,166,OL Reign,challenge,2nd half,12.4,2.6,1
666,3439,93:19,93:39,30,Portland Thorns,challenge,2nd half,49.1,15.3,1
667,3440,93:19,93:39,192,OL Reign,challenge,2nd half,55.9,52.7,0
668,3442,93:22,93:42,39,Portland Thorns,dribble,2nd half,58.2,7.7,1
669,3448,93:32,93:52,192,OL Reign,recovery,2nd half,1.9,60.8,null
670,3456,93:44,94:04,213,Portland Thorns,challenge,2nd half,46.2,50.3,1
671,3458,93:44,94:04,228,OL Reign,challenge,2nd half,58.8,17.7,0
672,3459,93:44,94:04,228,OL Reign,foul,2nd half,59.0,17.7,null
673,3471,94:36,94:56,249,OL Reign,recovery,2nd half,14.9,1.2,null
674,3475,94:38,94:58,249,OL Reign,tackle,2nd half,15.1,1.2,0
675,3476,94:38,94:58,249,OL Reign,challenge,2nd half,15.1,1.2,0
676,3478,94:38,94:58,213,Portland Thorns,take_on,2nd half,89.9,66.8,1
677,3480,94:38,94:58,249,OL Reign,foul,2nd half,15.3,1.4,null
