ID,start_time,end_time,player,team,action,half,pos_x,pos_y
1988,51:13,51:33,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,74.6,46.5
1989,51:13,51:33,15. Megan Anna Rapinoe,OL Reign,Challenges (won),2nd half,74.6,46.5
1990,51:13,51:33,15. Ellie Madison Carpenter,Portland Thorns,Challenges (lost),2nd half,30.4,21.5
1991,51:13,51:33,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,74.6,46.0
1992,51:13,51:33,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,74.6,46.0
1993,51:17,51:37,24. Adrianna Nichole Franch,Portland Thorns,Shot on target (saved),2nd half,26.0,43.8
1994,51:17,51:37,15. Megan Anna Rapinoe,OL Reign,Shot on target,2nd half,79.0,24.2
1995,51:17,51:37,15. Megan Anna Rapinoe,OL Reign,Shots,2nd half,79.0,24.2
1996,51:17,51:37,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,79.0,24.2
1997,51:17,51:37,24. Adrianna Nichole Franch,Portland Thorns,Supersaves,2nd half,26.0,43.8
1998,51:54,52:14,7. Stephanie-Elise Catley,OL Reign,Corner attacks,2nd half,105.0,0.0
1999,51:54,52:14,7. Stephanie-Elise Catley,OL Reign,Passes into the penalty box,2nd half,105.0,0.0
2000,51:54,52:14,7. Stephanie-Elise Catley,OL Reign,Corner attacks,2nd half,105.0,0.0
2001,51:54,52:14,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,105.0,0.0
2002,51:57,52:17,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,100.0,36.6
2003,51:57,52:17,12. Christine Margaret Sinclair,Portland Thorns,Air challenges (won),2nd half,5.0,31.4
2004,51:57,52:17,12. Christine Margaret Sinclair,Portland Thorns,Challenges (won),2nd half,5.0,31.4
2005,51:57,52:17,12. Christine Margaret Sinclair,Portland Thorns,Corner attacks,2nd half,5.0,31.4
2006,51:57,52:17,15. Megan Anna Rapinoe,OL Reign,Air challenges (lost),2nd half,100.0,36.6
2007,52:27,52:47,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),2nd half,105.0,68.0
2008,52:27,52:47,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,91.3,48.4
2009,52:27,52:47,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,2nd half,105.0,68.0
2010,52:27,52:47,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,105.0,68.0
2011,52:27,52:47,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,105.0,68.0
2012,52:28,52:48,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,13.7,19.6
2013,52:28,52:48,17. Tobin Powell Powell Heath,Portland Thorns,Interceptions,2nd half,13.7,19.6
2014,52:28,52:48,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,13.7,19.6
2015,52:28,52:48,17. Tobin Powell Powell Heath,Portland Thorns,Dribbling,2nd half,13.7,19.6
2016,52:28,52:48,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,13.7,19.6
2017,52:35,52:55,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,2nd half,44.5,16.8
2018,52:35,52:55,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),2nd half,44.5,16.8
2019,52:37,52:57,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,35.1,39.7
2020,52:37,52:57,3. Lauren Kate Barnes,OL Reign,Picking-ups,2nd half,35.1,39.7
2021,52:38,52:58,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,36.5,41.9
2022,52:38,52:58,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),2nd half,36.5,41.9
2023,52:41,53:01,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,34.9,12.5
2024,52:41,53:01,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,34.9,12.5
2025,52:41,53:01,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,34.9,12.5
2026,52:41,53:01,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,34.9,12.5
2027,52:42,53:02,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,44.3,14.8
2028,52:43,53:03,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,43.7,15.8
2029,52:43,53:03,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,43.7,15.8
2030,52:44,53:04,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,42.6,22.5
2031,52:45,53:05,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,44.5,24.7
2032,52:45,53:05,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,44.5,24.7
2033,52:47,53:07,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,46.2,49.1
2034,52:49,53:09,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,2nd half,45.8,46.0
2035,52:49,53:09,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,45.8,46.0
2036,52:53,53:13,7. Ana Maria Crnogorcevic,Portland Thorns,Dribbling,2nd half,58.2,0.5
2037,52:53,53:13,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,58.2,0.5
2038,52:58,53:18,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,76.9,5.3
2039,52:58,53:18,7. Ana Maria Crnogorcevic,Portland Thorns,Passes accurate,2nd half,76.9,5.3
2040,53:00,53:20,15. Ellie Madison Carpenter,Portland Thorns,Challenges (lost),2nd half,94.3,4.1
2041,53:00,53:20,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,2nd half,94.3,4.1
2042,53:00,53:20,7. Stephanie-Elise Catley,OL Reign,Tackles (Successful actions),2nd half,10.7,63.9
2043,53:00,53:20,7. Stephanie-Elise Catley,OL Reign,Challenges (won),2nd half,10.7,63.9
2044,53:00,53:20,15. Ellie Madison Carpenter,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,94.3,4.1
2045,53:34,53:54,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,105.0,0.0
2046,53:34,53:54,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,105.0,0.0
2047,53:34,53:54,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,105.0,0.0
2048,53:34,53:54,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,105.0,0.0
2049,53:36,53:56,30. Celeste Anais Boureille,Portland Thorns,Challenges (lost),2nd half,102.3,26.3
2050,53:36,53:56,14. Jodie Lee Taylor,OL Reign,Challenges (won),2nd half,2.7,41.7
2051,53:36,53:56,14. Jodie Lee Taylor,OL Reign,Corner attacks,2nd half,2.7,41.7
2052,53:37,53:57,14. Jodie Lee Taylor,OL Reign,Passes accurate,2nd half,2.5,41.4
2053,53:37,53:57,14. Jodie Lee Taylor,OL Reign,Corner attacks,2nd half,2.5,41.4
2054,53:39,53:59,22. Jasmyne Spencer,OL Reign,Corner attacks,2nd half,11.6,52.4
2055,53:40,54:00,22. Jasmyne Spencer,OL Reign,Corner attacks,2nd half,9.9,53.4
2056,53:40,54:00,22. Jasmyne Spencer,OL Reign,Passes (inaccurate),2nd half,9.9,53.4
2057,53:40,54:00,25. Meghan Elizabeth Klingenberg,Portland Thorns,Corner attacks,2nd half,93.7,14.4
2058,53:40,54:00,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions,2nd half,93.7,14.4
2059,53:40,54:00,25. Meghan Elizabeth Klingenberg,Portland Thorns,Interceptions (in opp. half),2nd half,93.7,14.4
2060,53:42,54:02,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,2nd half,100.2,5.3
2061,53:42,54:02,25. Meghan Elizabeth Klingenberg,Portland Thorns,Corner attacks,2nd half,100.2,5.3
2062,53:44,54:04,17. Tobin Powell Powell Heath,Portland Thorns,Corner attacks,2nd half,93.2,4.5
2063,53:44,54:04,15. Megan Anna Rapinoe,OL Reign,Corner attacks,2nd half,11.6,63.9
2064,53:44,54:04,15. Megan Anna Rapinoe,OL Reign,Fouls,2nd half,11.6,63.9
2065,54:47,55:07,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,89.2,6.0
2066,54:47,55:07,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,89.2,6.0
2067,54:47,55:07,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,89.2,6.0
2068,54:47,55:07,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,2nd half,89.2,6.0
2069,54:48,55:08,10. Lindsey Michelle Horan,Portland Thorns,Lost balls,2nd half,97.9,31.6
2070,54:48,55:08,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,7.1,36.4
2071,54:48,55:08,10. Jessica Anne Fishlock,OL Reign,Challenges (won),2nd half,7.1,36.4
2072,54:48,55:08,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,97.9,31.6
2073,54:49,55:09,10. Lindsey Michelle Horan,Portland Thorns,Free-kick attacks,2nd half,97.9,31.1
2074,54:49,55:09,10. Lindsey Michelle Horan,Portland Thorns,Fouls,2nd half,97.9,31.1
2075,55:10,55:30,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,2nd half,6.9,36.6
2076,55:13,55:33,30. Celeste Anais Boureille,Portland Thorns,Air challenges (won),2nd half,57.5,12.9
2077,55:13,55:33,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,47.5,55.1
2078,55:13,55:33,30. Celeste Anais Boureille,Portland Thorns,Challenges (won),2nd half,57.5,12.9
2079,55:13,55:33,15. Megan Anna Rapinoe,OL Reign,Air challenges (lost),2nd half,47.5,55.1
2080,55:13,55:33,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,57.5,12.9
2081,55:13,55:33,15. Megan Anna Rapinoe,OL Reign,Lost balls,2nd half,47.5,55.1
2082,55:13,55:33,15. Megan Anna Rapinoe,OL Reign,Lost balls (in opp. half),2nd half,47.5,55.1
2083,55:13,55:33,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,57.5,12.9
2084,55:16,55:36,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,61.3,0.5
2085,55:17,55:37,7. Ana Maria Crnogorcevic,Portland Thorns,Positional attacks,2nd half,63.4,3.1
2086,55:17,55:37,7. Ana Maria Crnogorcevic,Portland Thorns,Passes (inaccurate),2nd half,63.4,3.1
2087,55:17,55:37,7. Ana Maria Crnogorcevic,Portland Thorns,Lost balls,2nd half,69.5,10.3
2088,55:19,55:39,20. Rumi Utsugi,OL Reign,Counter-attacks,2nd half,35.5,57.7
2089,55:19,55:39,20. Rumi Utsugi,OL Reign,Passes accurate,2nd half,35.5,57.7
2090,55:19,55:39,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,35.5,57.7
2091,55:19,55:39,20. Rumi Utsugi,OL Reign,Interceptions,2nd half,35.5,57.7
2092,55:20,55:40,15. Megan Anna Rapinoe,OL Reign,Counter-attacks,2nd half,44.7,64.2
2093,55:20,55:40,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,44.7,64.2
2094,55:22,55:42,15. Megan Anna Rapinoe,OL Reign,Counter-attacks,2nd half,54.4,64.9
2095,55:22,55:42,15. Megan Anna Rapinoe,OL Reign,Dribbles (Successful actions),2nd half,54.4,64.9
2096,55:22,55:42,30. Celeste Anais Boureille,Portland Thorns,Challenges (lost),2nd half,50.6,3.1
2097,55:22,55:42,30. Celeste Anais Boureille,Portland Thorns,Tackles (Unsuccessful actions),2nd half,50.6,3.1
2098,55:23,55:43,30. Celeste Anais Boureille,Portland Thorns,Counter-attacks,2nd half,49.8,3.8
2099,55:23,55:43,30. Celeste Anais Boureille,Portland Thorns,Fouls,2nd half,49.8,3.8
2100,56:00,56:20,3. Lauren Kate Barnes,OL Reign,Free-kick attacks,2nd half,54.8,65.6
2101,56:00,56:20,3. Lauren Kate Barnes,OL Reign,Passes accurate,2nd half,54.8,65.6
2102,56:02,56:22,10. Jessica Anne Fishlock,OL Reign,Passes accurate,2nd half,79.4,50.5
2103,56:02,56:22,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,79.4,50.5
2104,56:03,56:23,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,84.0,53.4
2105,56:04,56:24,7. Ana Maria Crnogorcevic,Portland Thorns,Tackles (Successful actions),2nd half,14.3,15.1
2106,56:04,56:24,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (won),2nd half,14.3,15.1
2107,56:04,56:24,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),2nd half,90.7,52.9
2108,56:04,56:24,7. Ana Maria Crnogorcevic,Portland Thorns,Free-kick attacks,2nd half,14.3,15.1
2109,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Picking-ups,2nd half,89.7,41.9
2110,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Dribbles (Unsuccessful actions),2nd half,89.7,41.9
2111,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,89.7,41.9
2112,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Picking-ups (in opp. half),2nd half,89.7,41.9
2113,56:05,56:25,10. Lindsey Michelle Horan,Portland Thorns,Tackles (Successful actions),2nd half,15.3,26.1
2114,56:05,56:25,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),2nd half,15.3,26.1
2115,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Free-kick attacks,2nd half,89.7,41.9
2116,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Challenges (lost),2nd half,89.7,41.9
2117,56:05,56:25,10. Jessica Anne Fishlock,OL Reign,Lost balls,2nd half,89.7,41.9
2118,56:07,56:27,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,2nd half,19.3,23.2
2119,56:09,56:29,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),2nd half,29.8,28.7
2120,56:09,56:29,12. Christine Margaret Sinclair,Portland Thorns,Lost balls (in opp. half),2nd half,29.8,28.7
2121,56:09,56:29,10. Jessica Anne Fishlock,OL Reign,Tackles (Successful actions),2nd half,75.2,39.3
2122,56:09,56:29,10. Jessica Anne Fishlock,OL Reign,Challenges (won),2nd half,75.2,39.3
2123,56:09,56:29,12. Christine Margaret Sinclair,Portland Thorns,Dribbles (Unsuccessful actions),2nd half,29.8,28.7
2124,56:09,56:29,12. Christine Margaret Sinclair,Portland Thorns,Lost balls,2nd half,29.8,28.7
2125,56:10,56:30,20. Rumi Utsugi,OL Reign,Picking-ups,2nd half,75.8,43.3
2126,56:10,56:30,20. Rumi Utsugi,OL Reign,Picking-ups (in opp. half),2nd half,75.8,43.3
2127,56:11,56:31,12. Christine Margaret Sinclair,Portland Thorns,Fouls,2nd half,29.2,24.9
2128,56:58,57:18,15. Megan Anna Rapinoe,OL Reign,Shots,2nd half,76.7,39.7
2129,56:58,57:18,15. Megan Anna Rapinoe,OL Reign,Wide shot,2nd half,76.7,39.7
2130,56:58,57:18,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,76.7,39.7
2131,56:58,57:18,24. Adrianna Nichole Franch,Portland Thorns,Wide shot (Goalkeepers),2nd half,28.3,28.3
2132,57:09,57:29,24. Adrianna Nichole Franch,Portland Thorns,Goal kicks,2nd half,3.6,39.7
2133,57:09,57:29,24. Adrianna Nichole Franch,Portland Thorns,Passes accurate,2nd half,3.6,39.7
2134,57:11,57:31,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,10.5,61.5
2135,57:13,57:33,25. Meghan Elizabeth Klingenberg,Portland Thorns,Bad ball control,2nd half,39.5,67.0
2136,57:13,57:33,25. Meghan Elizabeth Klingenberg,Portland Thorns,Not forced mistake,2nd half,39.7,66.3
2137,57:14,57:34,22. Jasmyne Spencer,OL Reign,Challenges (won),2nd half,66.6,4.8
2138,57:14,57:34,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls,2nd half,38.4,63.2
2139,57:14,57:34,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (lost),2nd half,38.4,63.2
2140,57:14,57:34,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls (in opp. half),2nd half,38.4,63.2
2141,57:16,57:36,22. Jasmyne Spencer,OL Reign,Counter-attacks,2nd half,61.3,4.5
2142,57:16,57:36,22. Jasmyne Spencer,OL Reign,Passes accurate,2nd half,61.3,4.5
2143,57:17,57:37,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,57.5,12.7
2144,57:18,57:38,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,2nd half,58.0,16.0
2145,57:18,57:38,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,2nd half,58.0,16.0
2146,57:20,57:40,20. Rumi Utsugi,OL Reign,Counter-attacks,2nd half,68.5,27.1
2147,57:21,57:41,20. Rumi Utsugi,OL Reign,Passes (inaccurate),2nd half,70.3,30.2
2148,57:21,57:41,20. Rumi Utsugi,OL Reign,Lost balls,2nd half,82.7,45.0
2149,57:21,57:41,20. Rumi Utsugi,OL Reign,Counter-attacks,2nd half,70.3,30.2
2150,57:22,57:42,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,22.3,23.0
2151,57:22,57:42,15. Ellie Madison Carpenter,Portland Thorns,Interceptions,2nd half,22.3,23.0
2152,57:23,57:43,15. Ellie Madison Carpenter,Portland Thorns,Dribbling,2nd half,25.8,18.9
2153,57:23,57:43,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,25.8,18.9
2154,57:23,57:43,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,25.8,18.9
2155,57:27,57:47,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,2nd half,40.3,9.8
2156,57:27,57:47,15. Ellie Madison Carpenter,Portland Thorns,Counter-attacks,2nd half,40.3,9.8
2157,57:28,57:48,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,2nd half,60.9,14.8
2158,57:28,57:48,3. Lauren Kate Barnes,OL Reign,Challenges (lost),2nd half,44.1,53.2
2159,57:28,57:48,9. Caitlin Jade Foord,Portland Thorns,Challenges (won),2nd half,60.9,14.8
2160,57:28,57:48,3. Lauren Kate Barnes,OL Reign,Counter-attacks,2nd half,43.7,53.6
2161,57:28,57:48,3. Lauren Kate Barnes,OL Reign,Fouls,2nd half,43.7,53.6
2162,57:56,58:16,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,61.1,15.3
2163,57:56,58:16,16. Emily Ann Sonnett,Portland Thorns,Passes into the penalty box,2nd half,61.1,15.3
2164,57:56,58:16,16. Emily Ann Sonnett,Portland Thorns,Free-kick attacks,2nd half,61.1,15.3
2165,57:56,58:16,16. Emily Ann Sonnett,Portland Thorns,Passes accurate,2nd half,61.1,15.3
2166,57:58,58:18,1. Lydia Grace Yilkari Williams,OL Reign,Free-kick attacks,2nd half,9.2,33.0
2167,57:58,58:18,10. Lindsey Michelle Horan,Portland Thorns,Air challenges (lost),2nd half,95.8,35.0
2168,57:58,58:18,1. Lydia Grace Yilkari Williams,OL Reign,Air challenges (won),2nd half,9.2,33.0
2169,57:58,58:18,10. Lindsey Michelle Horan,Portland Thorns,Challenges (lost),2nd half,95.8,35.0
2170,57:58,58:18,1. Lydia Grace Yilkari Williams,OL Reign,Challenges (won),2nd half,9.2,33.0
2171,57:58,58:18,1. Lydia Grace Yilkari Williams,OL Reign,Free-kick attacks,2nd half,9.4,32.6
2172,58:00,58:20,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),2nd half,91.1,30.4
2173,58:00,58:20,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,2nd half,91.1,30.4
2174,58:00,58:20,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,91.1,30.4
2175,58:00,58:20,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,2nd half,91.1,30.4
2176,58:00,58:20,17. Tobin Powell Powell Heath,Portland Thorns,Air challenges (won),2nd half,91.1,30.4
2177,58:00,58:20,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (won),2nd half,91.1,30.4
2178,58:00,58:20,20. Rumi Utsugi,OL Reign,Air challenges (lost),2nd half,13.9,37.6
2179,58:00,58:20,20. Rumi Utsugi,OL Reign,Challenges (lost),2nd half,13.9,37.6
2180,58:03,58:23,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,14.5,50.8
2181,58:03,58:23,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,14.5,50.8
2182,58:03,58:23,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,2nd half,14.5,50.8
2183,58:03,58:23,15. Megan Anna Rapinoe,OL Reign,Picking-ups,2nd half,14.5,50.8
2184,58:04,58:24,8. Theresa Eslund,OL Reign,Free-kick attacks,2nd half,6.5,53.9
2185,58:04,58:24,8. Theresa Eslund,OL Reign,Passes (inaccurate),2nd half,6.5,53.9
2186,58:06,58:26,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,2nd half,67.8,12.9
2187,58:06,58:26,30. Celeste Anais Boureille,Portland Thorns,Picking-ups (in opp. half),2nd half,67.8,12.9
2188,58:06,58:26,30. Celeste Anais Boureille,Portland Thorns,Free-kick attacks,2nd half,67.8,12.9
2189,58:07,58:27,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,2nd half,70.3,10.3
2190,58:07,58:27,30. Celeste Anais Boureille,Portland Thorns,Free-kick attacks,2nd half,70.3,10.3
2191,58:09,58:29,7. Ana Maria Crnogorcevic,Portland Thorns,Air challenges (lost),2nd half,84.2,11.3
2192,58:09,58:29,8. Theresa Eslund,OL Reign,Free-kick attacks,2nd half,20.8,56.7
2193,58:09,58:29,8. Theresa Eslund,OL Reign,Air challenges (won),2nd half,20.8,56.7
2194,58:09,58:29,7. Ana Maria Crnogorcevic,Portland Thorns,Lost balls,2nd half,84.2,11.3
2195,58:09,58:29,7. Ana Maria Crnogorcevic,Portland Thorns,Challenges (lost),2nd half,84.2,11.3
2196,58:09,58:29,8. Theresa Eslund,OL Reign,Challenges (won),2nd half,20.8,56.7
2197,58:12,58:32,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),2nd half,8.4,52.4
2198,58:12,58:32,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,8.4,52.4
2199,58:12,58:32,3. Lauren Kate Barnes,OL Reign,Positional attacks,2nd half,8.4,52.4
2200,58:12,58:32,3. Lauren Kate Barnes,OL Reign,Picking-ups,2nd half,8.4,52.4
2201,58:14,58:34,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),2nd half,63.6,8.4
2202,58:14,58:34,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,63.6,8.4
2203,58:14,58:34,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,2nd half,63.6,8.4
2204,58:14,58:34,30. Celeste Anais Boureille,Portland Thorns,Interceptions (in opp. half),2nd half,63.6,8.4
2205,58:14,58:34,30. Celeste Anais Boureille,Portland Thorns,Interceptions,2nd half,63.6,8.4
2206,58:15,58:35,20. Rumi Utsugi,OL Reign,Bad ball control,2nd half,30.2,54.1
2207,58:15,58:35,20. Rumi Utsugi,OL Reign,Positional attacks,2nd half,30.2,54.1
2208,58:16,58:36,7. Stephanie-Elise Catley,OL Reign,Picking-ups,2nd half,23.3,52.9
2209,58:16,58:36,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,23.3,52.9
2210,58:18,58:38,7. Stephanie-Elise Catley,OL Reign,Positional attacks,2nd half,28.6,61.5
2211,58:18,58:38,7. Stephanie-Elise Catley,OL Reign,Passes accurate,2nd half,28.6,61.5
2212,58:19,58:39,15. Megan Anna Rapinoe,OL Reign,Dribbling,2nd half,35.3,62.5
2213,58:19,58:39,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,35.3,62.5
2214,58:22,58:42,15. Megan Anna Rapinoe,OL Reign,Positional attacks,2nd half,29.0,52.0
2215,58:22,58:42,15. Megan Anna Rapinoe,OL Reign,Passes accurate,2nd half,29.0,52.0
2216,58:25,58:45,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,33.0,20.1
2217,58:25,58:45,8. Theresa Eslund,OL Reign,Dribbling,2nd half,33.0,20.1
2218,58:32,58:52,8. Theresa Eslund,OL Reign,Passes accurate,2nd half,68.7,2.6
2219,58:32,58:52,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,68.7,2.6
2220,58:33,58:53,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,23.1,65.1
2221,58:33,58:53,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (won),2nd half,23.1,65.1
2222,58:33,58:53,22. Jasmyne Spencer,OL Reign,Challenges (lost),2nd half,81.9,2.9
2223,58:39,58:59,8. Theresa Eslund,OL Reign,Positional attacks,2nd half,79.4,0.0
2224,58:39,58:59,8. Theresa Eslund,OL Reign,Lost balls,2nd half,96.0,9.1
2225,58:39,58:59,8. Theresa Eslund,OL Reign,Passes (inaccurate),2nd half,79.4,0.0
2226,58:41,59:01,4. Emily Townsend Menges,Portland Thorns,Interceptions,2nd half,9.0,58.9
2227,58:41,59:01,4. Emily Townsend Menges,Portland Thorns,Positional attacks,2nd half,9.0,58.9
2228,58:44,59:04,4. Emily Townsend Menges,Portland Thorns,Passes accurate,2nd half,12.6,64.2
2229,58:48,59:08,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,2nd half,15.1,65.6
2230,58:49,59:09,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,5.7,66.3
2231,58:49,59:09,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls (in opp. half),2nd half,34.7,62.7
2232,58:49,59:09,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls,2nd half,34.7,62.7
2233,58:52,59:12,4. Megan Leigh Oyster,OL Reign,Picking-ups (in opp. half),2nd half,70.3,5.3
2234,58:52,59:12,4. Megan Leigh Oyster,OL Reign,Picking-ups,2nd half,70.3,5.3
2235,58:53,59:13,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (lost),2nd half,26.7,60.8
2236,58:53,59:13,4. Megan Leigh Oyster,OL Reign,Dribbles (Successful actions),2nd half,78.3,7.2
2237,58:53,59:13,17. Tobin Powell Powell Heath,Portland Thorns,Tackles (Unsuccessful actions),2nd half,26.7,60.8
2238,58:53,59:13,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,78.3,7.2
2239,58:54,59:14,4. Megan Leigh Oyster,OL Reign,Positional attacks,2nd half,81.5,9.6
2240,58:54,59:14,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),2nd half,81.5,9.6
2241,58:55,59:15,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,10.9,60.1
2242,58:55,59:15,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),2nd half,10.9,60.1
2243,58:55,59:15,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,2nd half,10.9,60.1
2244,58:55,59:15,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,2nd half,10.9,60.1
2245,58:55,59:15,4. Megan Leigh Oyster,OL Reign,Interceptions (in opp. half),2nd half,88.2,7.7
