ID,start_time,end_time,player,team,action,half,pos_x,pos_y
749,18:58,19:18,15. Megan Anna Rapinoe,OL Reign,Throw-in attacks,1st half,13.0,50.3
750,19:00,19:20,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,14.1,43.1
751,19:00,19:20,20. Rumi Utsugi,OL Reign,Challenges (won),1st half,14.1,43.1
752,19:00,19:20,12. Christine Margaret Sinclair,Portland Thorns,Challenges (lost),1st half,90.9,24.9
753,19:00,19:20,20. Rumi Utsugi,OL Reign,Air challenges (won),1st half,14.1,43.1
754,19:00,19:20,12. Christine Margaret Sinclair,Portland Thorns,Air challenges (lost),1st half,90.9,24.9
755,19:02,19:22,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,14.9,31.4
756,19:02,19:22,4. Megan Leigh Oyster,OL Reign,Picking-ups,1st half,14.9,31.4
757,19:02,19:22,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),1st half,14.9,31.4
758,19:02,19:22,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,14.9,31.4
759,19:05,19:25,4. Emily Townsend Menges,Portland Thorns,Positional attacks,1st half,55.0,38.5
760,19:05,19:25,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),1st half,55.0,38.5
761,19:05,19:25,4. Emily Townsend Menges,Portland Thorns,Positional attacks,1st half,55.0,38.5
762,19:05,19:25,4. Emily Townsend Menges,Portland Thorns,Picking-ups (in opp. half),1st half,55.0,38.5
763,19:05,19:25,4. Emily Townsend Menges,Portland Thorns,Picking-ups,1st half,55.0,38.5
764,19:06,19:26,22. Jasmyne Spencer,OL Reign,Picking-ups,1st half,34.0,21.8
765,19:06,19:26,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,34.0,21.8
766,19:06,19:26,22. Jasmyne Spencer,OL Reign,Dribbling,1st half,34.0,21.8
767,19:06,19:26,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,34.0,21.8
768,19:10,19:30,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,54.2,28.3
769,19:10,19:30,22. Jasmyne Spencer,OL Reign,Passes accurate,1st half,54.2,28.3
770,19:11,19:31,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,51.7,32.8
771,19:13,19:33,10. Jessica Anne Fishlock,OL Reign,Passes accurate,1st half,52.9,41.2
772,19:13,19:33,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,52.9,41.2
773,19:15,19:35,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,60.5,57.5
774,19:15,19:35,7. Stephanie-Elise Catley,OL Reign,Dribbling,1st half,60.5,57.5
775,19:17,19:37,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,75.0,59.4
776,19:17,19:37,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,75.0,59.4
777,19:18,19:38,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,90.7,63.0
778,19:20,19:40,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,88.4,60.3
779,19:20,19:40,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,88.4,60.3
780,19:20,19:40,7. Stephanie-Elise Catley,OL Reign,Dribbling,1st half,87.8,59.9
781,19:20,19:40,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,87.8,59.9
782,19:26,19:46,8. Theresa Eslund,OL Reign,Positional attacks,1st half,93.0,18.9
783,19:26,19:46,8. Theresa Eslund,OL Reign,Positional attacks,1st half,93.0,18.9
784,19:26,19:46,8. Theresa Eslund,OL Reign,Passes (inaccurate),1st half,93.0,18.9
785,19:26,19:46,8. Theresa Eslund,OL Reign,Passes into the penalty box,1st half,93.0,18.9
786,19:27,19:47,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),1st half,6.1,40.7
787,19:27,19:47,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,1st half,6.1,40.7
788,19:27,19:47,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,6.1,40.7
789,19:27,19:47,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,6.1,40.7
790,19:30,19:50,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,1st half,69.5,11.5
791,19:30,19:50,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups (in opp. half),1st half,69.5,11.5
792,19:30,19:50,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,69.5,11.5
793,19:32,19:52,6. Alexandra Linsley Long Batista,OL Reign,Crosses (accurate),1st half,73.1,10.3
794,19:32,19:52,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,73.1,10.3
795,19:32,19:52,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,73.1,10.3
796,19:32,19:52,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,73.1,10.3
797,19:32,19:52,6. Alexandra Linsley Long Batista,OL Reign,Passes into the penalty box,1st half,73.1,10.3
798,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,92.2,40.5
799,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Challenges (won),1st half,92.2,40.5
800,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Lost balls,1st half,98.7,38.3
801,19:35,19:55,16. Emily Ann Sonnett,Portland Thorns,Challenges (lost),1st half,12.8,27.5
802,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Passes into the penalty box,1st half,92.2,40.5
803,19:35,19:55,14. Jodie Lee Taylor,OL Reign,Positional attacks,1st half,93.9,33.8
804,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Air challenges (won),1st half,92.2,40.5
805,19:35,19:55,16. Emily Ann Sonnett,Portland Thorns,Air challenges (lost),1st half,12.8,27.5
806,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,92.2,40.5
807,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Passes (inaccurate),1st half,92.2,40.5
808,19:35,19:55,10. Jessica Anne Fishlock,OL Reign,Key passes (inaccurate),1st half,92.2,40.5
809,19:36,19:56,4. Emily Townsend Menges,Portland Thorns,Interceptions,1st half,6.3,29.7
810,19:36,19:56,4. Emily Townsend Menges,Portland Thorns,Positional attacks,1st half,6.3,29.7
811,19:41,20:01,23. Margaret Purce,Portland Thorns,Picking-ups,1st half,26.5,3.4
812,19:41,20:01,23. Margaret Purce,Portland Thorns,Passes (inaccurate),1st half,26.5,3.4
813,20:04,20:24,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),1st half,50.6,62.5
814,20:04,20:24,7. Stephanie-Elise Catley,OL Reign,Lost balls,1st half,73.5,57.2
815,20:05,20:25,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,31.5,10.8
816,20:05,20:25,30. Celeste Anais Boureille,Portland Thorns,Interceptions,1st half,31.5,10.8
817,20:08,20:28,23. Margaret Purce,Portland Thorns,Passes (inaccurate),1st half,41.8,2.6
818,20:23,20:43,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,40.7,68.0
819,20:23,20:43,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,40.7,68.0
820,20:25,20:45,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,55.9,63.9
821,20:26,20:46,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,54.0,64.4
822,20:26,20:46,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,54.0,64.4
823,20:29,20:49,8. Theresa Eslund,OL Reign,Passes accurate,1st half,45.8,27.5
824,20:29,20:49,8. Theresa Eslund,OL Reign,Positional attacks,1st half,45.8,27.5
825,20:31,20:51,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,32.3,39.5
826,20:35,20:55,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,34.4,29.2
827,20:35,20:55,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,34.4,29.2
828,20:37,20:57,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,33.6,48.6
829,20:37,20:57,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,33.6,48.6
830,20:38,20:58,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,25.0,48.1
831,20:38,20:58,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,25.0,48.1
832,20:40,21:00,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,44.5,61.1
833,20:40,21:00,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,44.5,60.6
834,20:40,21:00,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,44.5,60.6
835,20:41,21:01,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,47.0,52.9
836,20:42,21:02,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,47.9,54.6
837,20:42,21:02,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,47.9,54.6
838,20:43,21:03,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,63.6,57.0
839,20:43,21:03,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,63.6,57.0
840,20:44,21:04,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,63.8,63.7
841,20:44,21:04,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,63.8,63.7
842,20:47,21:07,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,75.6,60.6
843,20:48,21:08,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,1st half,26.0,6.5
844,20:48,21:08,15. Megan Anna Rapinoe,OL Reign,Challenges (lost),1st half,79.0,61.5
845,20:48,21:08,15. Ellie Madison Carpenter,Portland Thorns,Tackles (Successful actions),1st half,26.0,6.5
846,20:48,21:08,15. Ellie Madison Carpenter,Portland Thorns,Challenges (won),1st half,26.0,6.5
847,21:04,21:24,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,96.8,68.0
848,21:04,21:24,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,96.8,68.0
849,21:05,21:25,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,97.0,60.1
850,21:06,21:26,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,97.2,63.0
851,21:06,21:26,10. Jessica Anne Fishlock,OL Reign,Passes accurate,1st half,97.2,63.0
852,21:06,21:26,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,97.2,66.8
853,21:09,21:29,15. Megan Anna Rapinoe,OL Reign,Crosses (accurate),1st half,100.6,62.5
854,21:09,21:29,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,100.6,62.5
855,21:09,21:29,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,1st half,100.6,62.5
856,21:09,21:29,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,100.6,62.5
857,21:09,21:29,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,100.6,62.5
858,21:12,21:32,8. Theresa Eslund,OL Reign,Positional attacks,1st half,100.2,15.8
859,21:15,21:35,8. Theresa Eslund,OL Reign,Positional attacks,1st half,98.5,6.7
860,21:15,21:35,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,6.5,61.3
861,21:15,21:35,8. Theresa Eslund,OL Reign,Crosses (inaccurate),1st half,98.5,6.7
862,21:28,21:48,8. Theresa Eslund,OL Reign,Passes accurate,1st half,91.6,0.0
863,21:28,21:48,8. Theresa Eslund,OL Reign,Positional attacks,1st half,91.6,0.0
864,21:30,21:50,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,76.9,6.2
865,21:32,21:52,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,72.4,10.1
866,21:32,21:52,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,72.4,10.1
867,21:34,21:54,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,56.1,31.6
868,21:35,21:55,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,56.1,34.2
869,21:35,21:55,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,56.1,34.2
870,21:38,21:58,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,66.6,61.3
871,21:39,21:59,7. Stephanie-Elise Catley,OL Reign,Passes into the penalty box,1st half,72.9,61.1
872,21:39,21:59,7. Stephanie-Elise Catley,OL Reign,Passes (inaccurate),1st half,72.9,61.1
873,21:39,21:59,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,72.9,61.1
874,21:39,21:59,7. Stephanie-Elise Catley,OL Reign,Crosses (inaccurate),1st half,72.9,61.1
875,21:39,21:59,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,72.9,61.1
876,21:41,22:01,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,14.3,33.8
877,21:41,22:01,10. Lindsey Michelle Horan,Portland Thorns,Interceptions,1st half,14.3,33.8
878,21:43,22:03,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups (in opp. half),1st half,80.0,33.3
879,21:43,22:03,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,1st half,80.0,33.3
880,21:43,22:03,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,80.0,33.3
881,21:43,22:03,17. Tobin Powell Powell Heath,Portland Thorns,Tackles (Successful actions),1st half,20.6,34.5
882,21:43,22:03,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,1st half,20.6,34.5
883,21:43,22:03,6. Alexandra Linsley Long Batista,OL Reign,Challenges (lost),1st half,84.4,33.5
884,21:43,22:03,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (won),1st half,20.6,34.5
885,21:46,22:06,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,19.7,22.0
886,21:46,22:06,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,19.7,22.0
887,21:46,22:06,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,19.7,22.0
888,21:46,22:06,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,1st half,19.7,22.0
889,21:47,22:07,23. Margaret Purce,Portland Thorns,Challenges (lost),1st half,27.5,6.5
890,21:47,22:07,23. Margaret Purce,Portland Thorns,Positional attacks,1st half,27.5,6.5
891,21:47,22:07,7. Stephanie-Elise Catley,OL Reign,Challenges (won),1st half,77.5,61.5
892,21:47,22:07,7. Stephanie-Elise Catley,OL Reign,Tackles (Successful actions),1st half,77.5,61.5
893,21:47,22:07,23. Margaret Purce,Portland Thorns,Dribbles (Unsuccessful actions),1st half,27.5,6.5
894,21:51,22:11,7. Stephanie-Elise Catley,OL Reign,Picking-ups,1st half,98.1,67.0
895,21:51,22:11,7. Stephanie-Elise Catley,OL Reign,Picking-ups (in opp. half),1st half,98.1,67.0
896,21:51,22:11,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,98.1,67.0
897,21:53,22:13,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,96.6,62.5
898,21:53,22:13,7. Stephanie-Elise Catley,OL Reign,Lost balls,1st half,96.6,62.5
899,21:53,22:13,7. Stephanie-Elise Catley,OL Reign,Challenges (lost),1st half,96.6,62.5
900,21:53,22:13,15. Ellie Madison Carpenter,Portland Thorns,Challenges (won),1st half,8.4,5.5
901,21:53,22:13,7. Stephanie-Elise Catley,OL Reign,Dribbles (Unsuccessful actions),1st half,96.6,62.5
902,21:53,22:13,15. Ellie Madison Carpenter,Portland Thorns,Tackles (Successful actions),1st half,8.4,5.5
903,21:54,22:14,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,10.9,12.5
904,21:54,22:14,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,1st half,10.9,12.5
905,21:56,22:16,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),1st half,5.9,9.6
906,21:56,22:16,15. Ellie Madison Carpenter,Portland Thorns,Lost balls,1st half,38.2,4.8
907,21:56,22:16,15. Ellie Madison Carpenter,Portland Thorns,Lost balls (in opp. half),1st half,38.2,4.8
908,21:59,22:19,3. Lauren Kate Barnes,OL Reign,Picking-ups (in opp. half),1st half,66.8,63.2
909,21:59,22:19,3. Lauren Kate Barnes,OL Reign,Picking-ups,1st half,66.8,63.2
910,21:59,22:19,3. Lauren Kate Barnes,OL Reign,Passes (inaccurate),1st half,67.0,66.3
911,22:19,22:39,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,1st half,34.7,0.0
912,22:19,22:39,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,1st half,34.7,0.0
913,22:19,22:39,12. Christine Margaret Sinclair,Portland Thorns,Lost balls,1st half,62.6,8.6
914,22:19,22:39,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,54.8,6.5
915,22:19,22:39,12. Christine Margaret Sinclair,Portland Thorns,Passes (inaccurate),1st half,54.8,6.5
916,22:20,22:40,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,42.4,59.4
917,22:20,22:40,7. Stephanie-Elise Catley,OL Reign,Interceptions,1st half,42.4,59.4
918,22:21,22:41,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,42.8,59.4
919,22:21,22:41,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,42.8,59.4
920,22:22,22:42,6. Alexandra Linsley Long Batista,OL Reign,Dribbling,1st half,47.7,50.3
921,22:22,22:42,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,47.7,50.3
922,22:28,22:48,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,47.5,32.6
923,22:28,22:48,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,47.5,32.6
924,22:30,22:50,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,37.0,10.5
925,22:32,22:52,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,44.5,11.3
926,22:32,22:52,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,44.5,11.3
927,22:33,22:53,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,43.9,20.1
928,22:35,22:55,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,41.6,25.6
929,22:35,22:55,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,41.6,25.6
930,22:36,22:56,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,40.3,47.4
931,22:36,22:56,3. Lauren Kate Barnes,OL Reign,Dribbling,1st half,40.3,47.4
932,22:42,23:02,3. Lauren Kate Barnes,OL Reign,Passes into the penalty box,1st half,61.1,55.5
933,22:42,23:02,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,61.1,55.5
934,22:42,23:02,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,61.1,55.5
935,22:44,23:04,14. Jodie Lee Taylor,OL Reign,Passes accurate,1st half,92.2,47.4
936,22:44,23:04,14. Jodie Lee Taylor,OL Reign,Positional attacks,1st half,92.2,47.4
937,22:45,23:05,16. Emily Ann Sonnett,Portland Thorns,Interceptions,1st half,15.5,21.5
938,22:45,23:05,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,86.1,48.4
939,22:45,23:05,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,1st half,15.5,21.5
940,22:45,23:05,10. Jessica Anne Fishlock,OL Reign,Shots,1st half,86.1,48.4
941,22:48,23:08,30. Celeste Anais Boureille,Portland Thorns,Picking-ups,1st half,25.6,24.2
942,22:48,23:08,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),1st half,25.6,24.2
943,23:12,23:32,8. Theresa Eslund,OL Reign,Positional attacks,1st half,67.0,0.0
944,23:12,23:32,8. Theresa Eslund,OL Reign,Passes accurate,1st half,67.0,0.0
945,23:13,23:33,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,71.8,8.1
946,23:13,23:33,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,71.8,8.1
947,23:15,23:35,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,88.6,9.1
948,23:16,23:36,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,86.7,6.5
949,23:16,23:36,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,86.7,6.5
950,23:16,23:36,4. Emily Townsend Menges,Portland Thorns,Challenges (won),1st half,18.3,61.5
951,23:16,23:36,22. Jasmyne Spencer,OL Reign,Lost balls,1st half,86.7,6.5
952,23:16,23:36,4. Emily Townsend Menges,Portland Thorns,Tackles (Successful actions),1st half,18.3,61.5
953,23:16,23:36,22. Jasmyne Spencer,OL Reign,Dribbles (Unsuccessful actions),1st half,86.7,6.5
954,23:18,23:38,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (won),1st half,6.3,63.9
955,23:18,23:38,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,98.7,4.1
956,23:18,23:38,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,1st half,6.3,63.9
957,23:24,23:44,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,14.1,63.2
958,23:24,23:44,25. Meghan Elizabeth Klingenberg,Portland Thorns,Counter-attacks,1st half,14.1,63.2
959,23:26,23:46,4. Megan Leigh Oyster,OL Reign,Challenges (lost),1st half,45.2,59.4
960,23:26,23:46,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,1st half,59.8,8.6
961,23:26,23:46,9. Caitlin Jade Foord,Portland Thorns,Challenges (won),1st half,59.8,8.6
962,23:27,23:47,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,1st half,63.0,9.1
963,23:27,23:47,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups,1st half,63.0,9.1
964,23:27,23:47,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,1st half,63.0,9.1
965,23:27,23:47,6. Alexandra Linsley Long Batista,OL Reign,Passes (inaccurate),1st half,63.0,9.1
966,23:27,23:47,6. Alexandra Linsley Long Batista,OL Reign,Picking-ups (in opp. half),1st half,63.0,9.1
967,23:28,23:48,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,40.3,58.2
968,23:28,23:48,12. Christine Margaret Sinclair,Portland Thorns,Interceptions,1st half,40.3,58.2
969,23:31,23:51,3. Lauren Kate Barnes,OL Reign,Counter-attacks,1st half,44.3,12.2
970,23:31,23:51,3. Lauren Kate Barnes,OL Reign,Picking-ups,1st half,44.3,12.2
971,23:31,23:51,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,60.7,53.6
972,23:31,23:51,12. Christine Margaret Sinclair,Portland Thorns,Fouls,1st half,60.7,53.6
973,24:02,24:22,15. Ellie Madison Carpenter,Portland Thorns,Passes (inaccurate),1st half,10.9,7.4
974,24:22,24:42,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,77.3,68.0
975,24:22,24:42,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,77.3,68.0
976,24:23,24:43,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,84.8,61.8
977,24:23,24:43,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),1st half,84.8,61.8
978,24:24,24:44,30. Celeste Anais Boureille,Portland Thorns,Bad ball control,1st half,26.2,4.1
979,24:24,24:44,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,26.2,4.1
980,24:25,24:45,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,75.6,64.2
981,24:25,24:45,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,75.6,64.2
982,24:25,24:45,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,75.6,64.2
983,24:25,24:45,7. Stephanie-Elise Catley,OL Reign,Picking-ups (in opp. half),1st half,75.6,64.2
984,24:25,24:45,7. Stephanie-Elise Catley,OL Reign,Picking-ups,1st half,75.6,64.2
985,24:26,24:46,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,83.6,60.3
986,24:26,24:46,15. Megan Anna Rapinoe,OL Reign,Dribbling,1st half,83.6,60.3
987,24:29,24:49,15. Ellie Madison Carpenter,Portland Thorns,Positional attacks,1st half,7.6,6.5
988,24:29,24:49,15. Megan Anna Rapinoe,OL Reign,Crosses (inaccurate),1st half,97.4,61.5
989,24:29,24:49,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,97.4,61.5
990,24:56,25:16,15. Megan Anna Rapinoe,OL Reign,Passes into the penalty box,1st half,105.0,68.0
991,24:56,25:16,15. Megan Anna Rapinoe,OL Reign,Lost balls,1st half,102.1,32.8
992,24:56,25:16,15. Megan Anna Rapinoe,OL Reign,Corner attacks,1st half,105.0,68.0
993,24:56,25:16,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),1st half,105.0,68.0
994,24:56,25:16,15. Megan Anna Rapinoe,OL Reign,Corner attacks,1st half,105.0,68.0
995,24:58,25:18,24. Adrianna Nichole Franch,Portland Thorns,Corner attacks,1st half,2.9,35.2
996,24:58,25:18,24. Adrianna Nichole Franch,Portland Thorns,Interceptions,1st half,2.9,35.2
997,25:05,25:25,24. Adrianna Nichole Franch,Portland Thorns,Passes (inaccurate),1st half,8.6,30.2
998,25:14,25:34,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,43.9,68.0
999,25:14,25:34,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,43.9,68.0
1000,25:15,25:35,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,44.9,58.7
1001,25:18,25:38,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,45.6,56.7
1002,25:18,25:38,10. Jessica Anne Fishlock,OL Reign,Passes accurate,1st half,45.6,56.7
1003,25:20,25:40,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,33.4,36.6
1004,25:21,25:41,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,32.3,34.2
1005,25:21,25:41,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,32.3,34.2
1006,25:23,25:43,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,31.1,19.9
1007,25:23,25:43,4. Megan Leigh Oyster,OL Reign,Passes (inaccurate),1st half,31.1,19.9
1008,25:30,25:50,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,51.5,68.0
1009,25:30,25:50,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,51.5,68.0
1010,25:31,25:51,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,1st half,56.3,62.7
1011,25:31,25:51,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,56.3,62.7
1012,25:32,25:52,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,50.8,67.8
1013,25:34,25:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,48.9,67.3
1014,25:34,25:54,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,48.9,67.3
1015,25:34,25:54,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,48.9,61.5
1016,25:35,25:55,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,1st half,48.7,60.1
1017,25:35,25:55,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,48.7,60.1
1018,25:37,25:57,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,48.7,50.0
1019,25:38,25:58,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,48.1,45.7
1020,25:38,25:58,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,48.1,45.7
1021,25:40,26:00,16. Emily Ann Sonnett,Portland Thorns,Positional attacks,1st half,36.8,38.5
