,raw_event_ID,start_time,end_time,player_ID,team,half,start_pos_x,start_pos_y,successful,receiver,end_pos_x,end_pos_y,cross,cross_blocked
118,543,13:52,14:12,135,OL Reign,1st half,38.0,36.9,1,166.0,75.2,2.9,0,0
119,551,13:58,14:18,166,OL Reign,1st half,86.5,1.7,0,75.0,99.3,32.1,1,0
120,554,14:01,14:21,75,Portland Thorns,1st half,9.0,38.3,1,94.0,26.5,51.5,0,0
121,560,14:40,15:00,75,Portland Thorns,1st half,28.1,49.6,0,233.0,71.6,45.3,0,0
122,562,14:42,15:02,233,OL Reign,1st half,33.4,22.7,1,72.0,39.1,17.5,0,0
123,569,14:44,15:04,16,Portland Thorns,1st half,65.9,50.5,0,166.0,74.3,51.2,0,0
124,573,14:46,15:06,166,OL Reign,1st half,30.7,16.8,1,228.0,72.5,12.9,0,0
125,581,14:51,15:11,150,Portland Thorns,1st half,37.2,53.9,0,219.0,38.6,53.6,0,0
126,593,15:03,15:23,31,OL Reign,1st half,78.5,68.0,1,192.0,85.7,59.6,0,0
127,598,15:07,15:27,192,OL Reign,1st half,81.7,48.1,0,94.0,81.3,46.9,0,0
128,604,15:13,15:33,213,Portland Thorns,1st half,38.0,6.0,0,172.0,93.4,10.3,0,0
129,605,15:18,15:38,172,OL Reign,1st half,11.6,57.7,1,243.0,2.1,44.5,0,0
130,607,15:20,15:40,243,OL Reign,1st half,2.1,44.5,0,30.0,7.6,68.0,0,0
131,610,15:50,16:10,30,Portland Thorns,1st half,97.4,0.0,1,190.0,98.1,23.0,0,0
132,616,15:52,16:12,190,Portland Thorns,1st half,98.1,23.0,1,89.0,0.0,0.0,0,0
133,629,16:27,16:47,89,Portland Thorns,1st half,104.6,0.5,1,16.0,101.0,25.9,0,0
134,637,16:52,17:12,30,Portland Thorns,1st half,80.0,0.0,0,135.0,96.6,21.5,0,0
135,678,17:04,17:24,233,OL Reign,1st half,7.6,30.4,1,72.0,8.2,22.7,0,0
136,696,17:38,17:58,89,Portland Thorns,1st half,105.0,68.0,0,243.0,101.6,36.6,0,0
137,708,17:45,18:05,121,Portland Thorns,1st half,58.4,51.0,1,150.0,55.0,58.2,0,0
138,710,17:47,18:07,150,Portland Thorns,1st half,55.0,58.2,1,89.0,73.1,67.3,0,0
139,714,17:55,18:15,89,Portland Thorns,1st half,76.9,52.2,1,16.0,92.2,59.9,0,0
140,718,18:01,18:21,16,Portland Thorns,1st half,103.9,52.9,0,166.0,1.1,15.1,1,1
141,723,18:29,18:49,89,Portland Thorns,1st half,105.0,68.0,0,72.0,98.7,33.5,0,0
142,734,18:54,19:14,30,Portland Thorns,1st half,88.2,0.0,1,94.0,92.0,17.7,0,0
143,744,18:56,19:16,94,Portland Thorns,1st half,100.6,21.5,0,192.0,92.0,17.7,0,0
144,748,18:58,19:18,192,OL Reign,1st half,13.0,50.3,1,233.0,14.1,43.1,0,0
145,757,19:02,19:22,172,OL Reign,1st half,14.9,31.4,0,150.0,50.0,29.5,0,0
146,760,19:05,19:25,150,Portland Thorns,1st half,55.0,38.5,0,219.0,71.0,46.2,0,0
147,769,19:10,19:30,219,OL Reign,1st half,54.2,28.3,1,72.0,51.7,32.8,0,0
148,771,19:13,19:33,72,OL Reign,1st half,52.9,41.2,1,31.0,60.5,57.5,0,0
149,775,19:17,19:37,31,OL Reign,1st half,75.0,59.4,1,192.0,90.7,63.0,0,0
150,779,19:20,19:40,192,OL Reign,1st half,88.4,60.3,1,31.0,87.8,59.9,0,0
151,784,19:26,19:46,166,OL Reign,1st half,93.0,18.9,0,121.0,98.9,27.3,0,0
152,786,19:27,19:47,121,Portland Thorns,1st half,6.1,40.7,0,135.0,35.5,56.5,0,0
153,794,19:32,19:52,135,OL Reign,1st half,73.1,10.3,1,72.0,92.2,40.5,1,0
154,807,19:35,19:55,72,OL Reign,1st half,92.2,40.5,0,150.0,98.7,38.3,0,0
155,812,19:41,20:01,190,Portland Thorns,1st half,26.5,3.4,0,31.0,54.4,5.5,0,0
156,813,20:04,20:24,31,OL Reign,1st half,50.6,62.5,0,16.0,73.5,57.2,0,0
157,815,20:05,20:25,16,Portland Thorns,1st half,31.5,10.8,1,190.0,41.8,2.6,0,0
158,817,20:08,20:28,190,Portland Thorns,1st half,41.8,2.6,0,31.0,64.3,0.0,0,0
159,818,20:23,20:43,31,OL Reign,1st half,40.7,68.0,1,192.0,55.9,63.9,0,0
160,822,20:26,20:46,192,OL Reign,1st half,54.0,64.4,1,166.0,45.8,27.5,0,0
161,823,20:29,20:49,166,OL Reign,1st half,45.8,27.5,1,135.0,32.3,39.5,0,0
162,826,20:35,20:55,135,OL Reign,1st half,34.4,29.2,1,233.0,33.6,48.6,0,0
163,828,20:37,20:57,233,OL Reign,1st half,33.6,48.6,1,8.0,25.0,48.1,0,0
164,830,20:38,20:58,8,OL Reign,1st half,25.0,48.1,1,31.0,44.5,61.1,0,0
165,833,20:40,21:00,31,OL Reign,1st half,44.5,60.6,1,233.0,47.0,52.9,0,0
166,837,20:42,21:02,233,OL Reign,1st half,47.9,54.6,1,192.0,63.6,57.0,0,0
167,838,20:43,21:03,192,OL Reign,1st half,63.6,57.0,1,31.0,63.8,63.7,0,0
168,840,20:44,21:04,31,OL Reign,1st half,63.8,63.7,1,192.0,75.6,60.6,0,0
169,847,21:04,21:24,192,OL Reign,1st half,96.8,68.0,1,72.0,97.0,60.1,0,0
170,851,21:06,21:26,72,OL Reign,1st half,97.2,63.0,1,192.0,97.2,66.8,0,0
171,854,21:09,21:29,192,OL Reign,1st half,100.6,62.5,1,166.0,100.2,15.8,1,0
172,861,21:15,21:35,166,OL Reign,1st half,98.5,6.7,0,121.0,6.5,61.3,1,1
173,862,21:28,21:48,166,OL Reign,1st half,91.6,0.0,1,135.0,76.9,6.2,0,0
174,865,21:32,21:52,135,OL Reign,1st half,72.4,10.1,1,8.0,56.1,31.6,0,0
175,868,21:35,21:55,8,OL Reign,1st half,56.1,34.2,1,31.0,66.6,61.3,0,0
176,872,21:39,21:59,31,OL Reign,1st half,72.9,61.1,0,94.0,90.7,34.2,1,0
177,887,21:46,22:06,16,Portland Thorns,1st half,19.7,22.0,1,190.0,27.5,6.5,0,0
178,903,21:54,22:14,16,Portland Thorns,1st half,10.9,12.5,1,30.0,5.9,9.6,0,0
179,905,21:56,22:16,30,Portland Thorns,1st half,5.9,9.6,0,8.0,38.2,4.8,0,0
180,910,21:59,22:19,8,OL Reign,1st half,67.0,66.3,0,30.0,70.3,68.0,0,0
181,912,22:19,22:39,30,Portland Thorns,1st half,34.7,0.0,1,213.0,62.6,8.6,0,0
182,915,22:19,22:39,213,Portland Thorns,1st half,54.8,6.5,0,31.0,62.6,8.6,0,0
183,919,22:21,22:41,31,OL Reign,1st half,42.8,59.4,1,135.0,47.7,50.3,0,0
184,922,22:28,22:48,135,OL Reign,1st half,47.5,32.6,1,172.0,37.0,10.5,0,0
185,925,22:32,22:52,172,OL Reign,1st half,44.5,11.3,1,135.0,43.9,20.1,0,0
186,929,22:35,22:55,135,OL Reign,1st half,41.6,25.6,1,8.0,40.3,47.4,0,0
187,933,22:42,23:02,8,OL Reign,1st half,61.1,55.5,1,228.0,92.2,47.4,0,0
188,935,22:44,23:04,228,OL Reign,1st half,92.2,47.4,1,72.0,86.1,48.4,0,0
189,942,22:48,23:08,16,Portland Thorns,1st half,25.6,24.2,0,166.0,38.0,68.0,0,0
190,944,23:12,23:32,166,OL Reign,1st half,67.0,0.0,1,233.0,71.8,8.1,0,0
191,945,23:13,23:33,233,OL Reign,1st half,71.8,8.1,1,219.0,88.6,9.1,0,0
192,957,23:24,23:44,121,Portland Thorns,1st half,14.1,63.2,1,74.0,59.8,8.6,0,0
193,965,23:27,23:47,135,OL Reign,1st half,63.0,9.1,0,213.0,64.7,9.8,0,0
194,973,24:02,24:22,30,Portland Thorns,1st half,10.9,7.4,0,31.0,27.7,0.0,0,0
195,974,24:22,24:42,31,OL Reign,1st half,77.3,68.0,1,192.0,84.8,61.8,0,0
196,977,24:23,24:43,192,OL Reign,1st half,84.8,61.8,0,16.0,78.8,63.9,0,0
197,980,24:25,24:45,31,OL Reign,1st half,75.6,64.2,1,192.0,83.6,60.3,0,0
198,988,24:29,24:49,192,OL Reign,1st half,97.4,61.5,0,30.0,7.6,6.5,1,1
199,993,24:56,25:16,192,OL Reign,1st half,105.0,68.0,0,75.0,102.1,32.8,0,0
200,997,25:05,25:25,75,Portland Thorns,1st half,8.6,30.2,0,31.0,61.1,0.0,0,0
201,998,25:14,25:34,31,OL Reign,1st half,43.9,68.0,1,72.0,44.9,58.7,0,0
202,1002,25:18,25:38,72,OL Reign,1st half,45.6,56.7,1,233.0,33.4,36.6,0,0
203,1004,25:21,25:41,233,OL Reign,1st half,32.3,34.2,1,172.0,31.1,19.9,0,0
204,1007,25:23,25:43,172,OL Reign,1st half,31.1,19.9,0,121.0,53.5,0.0,0,0
205,1008,25:30,25:50,121,Portland Thorns,1st half,51.5,68.0,1,94.0,56.3,62.7,0,0
206,1010,25:31,25:51,94,Portland Thorns,1st half,56.3,62.7,1,121.0,50.8,67.8,0,0
207,1013,25:34,25:54,121,Portland Thorns,1st half,48.9,67.3,1,94.0,48.9,61.5,0,0
208,1016,25:35,25:55,94,Portland Thorns,1st half,48.7,60.1,1,16.0,48.7,50.0,0,0
209,1020,25:38,25:58,16,Portland Thorns,1st half,48.1,45.7,1,217.0,36.8,38.5,0,0
210,1022,25:42,26:02,217,Portland Thorns,1st half,32.1,38.3,1,75.0,14.1,35.7,0,0
211,1025,25:45,26:05,75,Portland Thorns,1st half,15.3,32.1,0,31.0,50.4,0.0,0,0
212,1028,25:57,26:17,31,OL Reign,1st half,54.6,68.0,1,192.0,73.5,60.3,0,0
213,1030,26:00,26:20,192,OL Reign,1st half,69.3,56.7,1,233.0,57.1,54.6,0,0
214,1034,26:03,26:23,233,OL Reign,1st half,57.1,59.1,1,31.0,62.2,65.1,0,0
215,1037,26:04,26:24,31,OL Reign,1st half,62.2,65.1,0,190.0,65.3,63.2,0,0
216,1040,26:05,26:25,190,Portland Thorns,1st half,37.2,3.1,0,31.0,46.8,0.0,0,0
217,1041,26:16,26:36,31,OL Reign,1st half,58.2,68.0,1,72.0,79.4,62.5,0,0
218,1044,26:22,26:42,72,OL Reign,1st half,84.4,65.6,1,192.0,80.0,59.6,0,0
219,1047,26:23,26:43,192,OL Reign,1st half,80.0,59.6,1,72.0,91.6,62.3,0,0
220,1065,28:42,29:02,94,Portland Thorns,1st half,41.4,41.2,1,190.0,68.9,8.9,0,0
221,1067,28:44,29:04,190,Portland Thorns,1st half,68.9,8.9,0,243.0,100.4,31.6,0,0
222,1069,29:12,29:32,243,OL Reign,1st half,4.6,36.4,0,190.0,33.0,64.4,0,0
223,1085,29:19,29:39,190,Portland Thorns,1st half,93.7,9.1,0,8.0,96.0,23.9,1,0
224,1088,29:20,29:40,8,OL Reign,1st half,9.0,44.1,1,72.0,22.5,46.0,0,0
225,1094,29:25,29:45,72,OL Reign,1st half,34.0,50.3,1,228.0,49.1,44.8,0,0
226,1114,29:38,29:58,172,OL Reign,1st half,36.5,20.6,1,135.0,31.3,30.2,0,0
227,1117,29:40,30:00,135,OL Reign,1st half,30.0,32.3,1,233.0,33.4,44.1,0,0
228,1119,29:42,30:02,233,OL Reign,1st half,33.6,43.6,1,8.0,26.2,46.5,0,0
229,1124,29:45,30:05,8,OL Reign,1st half,26.9,48.1,0,16.0,51.2,50.5,0,0
230,1128,29:46,30:06,16,Portland Thorns,1st half,53.8,17.5,1,190.0,72.0,9.1,0,0
231,1138,29:50,30:10,233,OL Reign,1st half,39.1,52.0,1,192.0,50.8,54.1,0,0
232,1141,29:51,30:11,192,OL Reign,1st half,50.8,54.1,1,72.0,48.5,49.6,0,0
233,1150,29:56,30:16,72,OL Reign,1st half,62.6,52.4,1,192.0,96.8,55.5,0,0
234,1155,30:04,30:24,192,OL Reign,1st half,100.8,49.3,1,228.0,98.7,34.0,0,0
235,1176,30:17,30:37,75,Portland Thorns,1st half,7.3,39.7,1,94.0,42.2,66.3,0,0
236,1178,30:22,30:42,94,Portland Thorns,1st half,44.1,63.9,0,219.0,42.2,66.3,0,0
237,1186,30:29,30:49,121,Portland Thorns,1st half,34.2,68.0,1,94.0,32.8,57.0,0,0
238,1188,30:31,30:51,94,Portland Thorns,1st half,32.1,58.9,0,72.0,32.8,57.0,0,0
239,1193,30:33,30:53,72,OL Reign,1st half,77.1,13.4,1,228.0,80.6,14.4,0,0
240,1196,30:36,30:56,228,OL Reign,1st half,79.8,18.9,1,72.0,87.6,20.6,0,0
241,1198,30:37,30:57,72,OL Reign,1st half,87.8,20.1,1,219.0,91.8,7.9,0,0
242,1205,30:41,31:01,219,OL Reign,1st half,97.9,8.9,0,30.0,101.2,40.9,1,0
243,1210,31:14,31:34,192,OL Reign,1st half,105.0,67.5,0,75.0,102.3,33.0,0,0
244,1215,31:37,31:57,166,OL Reign,1st half,91.1,0.0,1,233.0,81.5,8.6,0,0
245,1218,31:40,32:00,233,OL Reign,1st half,83.4,8.4,1,166.0,84.6,1.2,0,0
246,1221,31:42,32:02,166,OL Reign,1st half,85.1,1.2,1,233.0,77.1,3.8,0,0
247,1225,31:45,32:05,233,OL Reign,1st half,71.0,3.4,1,172.0,56.9,6.7,0,0
248,1227,31:48,32:08,172,OL Reign,1st half,56.1,12.7,1,8.0,48.5,32.1,0,0
249,1231,31:51,32:11,8,OL Reign,1st half,50.6,37.4,0,217.0,84.2,46.0,0,0
250,1246,32:41,33:01,31,OL Reign,1st half,105.0,0.0,1,135.0,100.8,34.2,0,0
251,1260,33:00,33:20,217,Portland Thorns,1st half,9.7,40.2,1,213.0,34.9,57.0,0,0
252,1275,33:11,33:31,213,Portland Thorns,1st half,84.2,35.9,1,190.0,96.0,13.2,0,0
253,1277,33:20,33:40,190,Portland Thorns,1st half,98.3,12.9,0,null,null,null,1,0
254,1283,33:26,33:46,89,Portland Thorns,1st half,98.7,58.9,1,121.0,87.8,57.2,0,0
255,1289,33:29,33:49,121,Portland Thorns,1st half,88.0,57.0,1,94.0,99.1,29.0,1,0
256,1301,34:03,34:23,243,OL Reign,1st half,5.0,39.0,1,135.0,49.3,50.3,0,0
257,1309,34:07,34:27,30,Portland Thorns,1st half,49.8,11.7,0,8.0,81.9,20.8,0,0
258,1315,34:10,34:30,8,OL Reign,1st half,23.1,47.2,0,213.0,29.6,51.7,0,0
259,1321,34:32,34:52,31,OL Reign,1st half,4.4,68.0,1,192.0,9.4,65.1,0,0
260,1322,34:35,34:55,192,OL Reign,1st half,9.4,65.1,1,31.0,4.8,64.4,0,0
261,1323,34:36,34:56,31,OL Reign,1st half,4.8,64.4,1,228.0,38.4,66.1,0,0
262,1327,34:41,35:01,228,OL Reign,1st half,37.0,61.3,0,121.0,56.3,22.5,0,0
263,1329,34:46,35:06,121,Portland Thorns,1st half,44.3,51.2,1,150.0,30.5,47.2,0,0
264,1330,34:48,35:08,150,Portland Thorns,1st half,30.5,47.2,1,121.0,97.7,37.1,0,0
265,1332,34:53,35:13,121,Portland Thorns,1st half,43.9,60.6,0,243.0,97.7,37.1,0,0
266,1335,35:13,35:33,243,OL Reign,1st half,14.1,31.4,1,192.0,65.3,50.3,0,0
267,1337,35:17,35:37,192,OL Reign,1st half,65.3,50.3,1,228.0,80.0,52.9,0,0
268,1351,35:39,35:59,30,Portland Thorns,1st half,7.8,0.0,0,31.0,28.3,4.3,0,0
269,1352,35:41,36:01,31,OL Reign,1st half,76.7,63.7,1,135.0,71.8,61.5,0,0
