,start_time,end_time,player_ID,team,action,half,pos_x,pos_y
0,0:04,0:24,Vanessa Sue Di Bernardo,Chicago Red Stars,Positional attacks,1st half,52.7,33.8
1,0:04,0:24,Vanessa Sue Di Bernardo,Chicago Red Stars,Passes accurate,1st half,52.7,33.8
2,0:05,0:25,Danielle Colaprico,Chicago Red Stars,Positional attacks,1st half,40.5,34.2
3,0:06,0:26,Danielle Colaprico,Chicago Red Stars,Passes accurate,1st half,40.1,39.7
4,0:06,0:26,Danielle Colaprico,Chicago Red Stars,Positional attacks,1st half,40.1,39.7
5,0:08,0:28,Casey Short,Chicago Red Stars,Positional attacks,1st half,42.2,63.2
6,0:11,0:31,Casey Short,Chicago Red Stars,Positional attacks,1st half,43.3,65.6
7,0:11,0:31,Casey Short,Chicago Red Stars,Passes accurate,1st half,43.3,65.6
9,0:15,0:35,Yuki Ogimi-Nagasato,Chicago Red Stars,Lost balls,1st half,95.1,61.3
10,0:15,0:35,Yuki Ogimi-Nagasato,Chicago Red Stars,Positional attacks,1st half,95.1,61.3
11,0:15,0:35,Yuki Ogimi-Nagasato,Chicago Red Stars,Bad ball control,1st half,95.1,61.3
12,0:28,0:48,Stephanie Labbe,North Carolina Courage,Positional attacks,1st half,5.7,34.2
13,0:28,0:48,Stephanie Labbe,North Carolina Courage,Passes accurate,1st half,5.7,34.2
14,0:28,0:48,Stephanie Labbe,North Carolina Courage,Goal kicks,1st half,5.7,34.2
15,0:30,0:50,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,16.2,56.0
16,0:35,0:55,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,26.7,56.3
17,0:35,0:55,Abby May Erceg,North Carolina Courage,Passes accurate,1st half,26.7,56.3
18,0:36,0:56,Samantha Mewis,North Carolina Courage,Positional attacks,1st half,25.8,36.2
19,0:40,1:00,Samantha Mewis,North Carolina Courage,Positional attacks,1st half,30.2,31.8
20,0:40,1:00,Samantha Mewis,North Carolina Courage,Passes accurate,1st half,30.2,31.8
21,0:42,1:02,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,31.5,15.3
22,0:44,1:04,Abby Dahlkemper,North Carolina Courage,Passes accurate,1st half,35.5,14.4
23,0:44,1:04,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,35.5,14.4
24,0:47,1:07,Jessica Marie McDonald,North Carolina Courage,Lost balls,1st half,75.4,13.2
25,0:47,1:07,Jessica Marie McDonald,North Carolina Courage,Positional attacks,1st half,67.2,7.9
26,0:47,1:07,Jessica Marie McDonald,North Carolina Courage,Passes (inaccurate),1st half,67.2,7.9
27,0:49,1:09,Kathleen Camille Naughton,Chicago Red Stars,Picking-ups,1st half,29.6,54.8
28,0:49,1:09,Kathleen Camille Naughton,Chicago Red Stars,Positional attacks,1st half,29.6,54.8
29,0:49,1:09,Kathleen Camille Naughton,Chicago Red Stars,Counter-attacks,1st half,29.6,54.8
30,0:49,1:09,Kathleen Camille Naughton,Chicago Red Stars,Passes accurate,1st half,29.6,54.8
31,0:50,1:10,Morgan Gautrat,Chicago Red Stars,Counter-attacks,1st half,35.1,56.7
32,0:51,1:11,Morgan Gautrat,Chicago Red Stars,Counter-attacks,1st half,29.4,54.1
33,0:51,1:11,Morgan Gautrat,Chicago Red Stars,Passes accurate,1st half,29.4,54.1
34,0:53,1:13,Julie Beth Ertz,Chicago Red Stars,Counter-attacks,1st half,18.9,34.0
35,0:56,1:16,Julie Beth Ertz,Chicago Red Stars,Counter-attacks,1st half,23.7,35.0
36,0:56,1:16,Julie Beth Ertz,Chicago Red Stars,Passes accurate,1st half,23.7,35.0
37,0:58,1:18,Casey Short,Chicago Red Stars,Counter-attacks,1st half,39.9,63.9
38,0:58,1:18,Casey Short,Chicago Red Stars,Passes accurate,1st half,39.9,63.9
39,1:00,1:20,Yuki Ogimi-Nagasato,Chicago Red Stars,Counter-attacks,1st half,55.4,65.1
40,1:00,1:20,Yuki Ogimi-Nagasato,Chicago Red Stars,Lost balls,1st half,70.3,51.7
41,1:00,1:20,Yuki Ogimi-Nagasato,Chicago Red Stars,Passes (inaccurate),1st half,56.7,64.4
42,1:00,1:20,Yuki Ogimi-Nagasato,Chicago Red Stars,Counter-attacks,1st half,56.7,64.4
43,1:03,1:23,Denise O'Sullivan,North Carolina Courage,Picking-ups,1st half,34.7,16.3
44,1:03,1:23,Denise O'Sullivan,North Carolina Courage,Counter-attacks,1st half,34.7,16.3
45,1:03,1:23,Denise O'Sullivan,North Carolina Courage,Passes accurate,1st half,34.7,16.3
46,1:03,1:23,Denise O'Sullivan,North Carolina Courage,Positional attacks,1st half,34.7,16.3
47,1:04,1:24,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,30.9,10.5
48,1:06,1:26,Abby Dahlkemper,North Carolina Courage,Passes accurate,1st half,35.3,9.3
49,1:06,1:26,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,35.3,9.3
50,1:07,1:27,Denise O'Sullivan,North Carolina Courage,Positional attacks,1st half,39.5,15.8
51,1:08,1:28,Denise O'Sullivan,North Carolina Courage,Passes accurate,1st half,41.8,16.3
52,1:08,1:28,Denise O'Sullivan,North Carolina Courage,Positional attacks,1st half,41.8,16.3
53,1:09,1:29,Samantha Mewis,North Carolina Courage,Positional attacks,1st half,47.7,13.4
54,1:09,1:29,Samantha Mewis,North Carolina Courage,Passes accurate,1st half,47.7,13.4
55,1:11,1:31,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,34.7,15.6
56,1:11,1:31,Abby Dahlkemper,North Carolina Courage,Passes accurate,1st half,34.7,15.6
57,1:12,1:32,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,29.6,42.9
58,1:16,1:36,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,40.5,53.6
59,1:16,1:36,Abby May Erceg,North Carolina Courage,Passes accurate,1st half,40.5,53.6
60,1:17,1:37,Jaelene Mckenzie Daniels,North Carolina Courage,Positional attacks,1st half,49.8,63.5
61,1:18,1:38,Jaelene Mckenzie Daniels,North Carolina Courage,Passes (inaccurate),1st half,47.7,62.7
62,1:18,1:38,Jaelene Mckenzie Daniels,North Carolina Courage,Positional attacks,1st half,47.7,62.7
63,1:19,1:39,Samantha Kerr,Chicago Red Stars,Positional attacks,1st half,47.5,17.0
64,1:19,1:39,Samantha Kerr,Chicago Red Stars,Interceptions,1st half,47.5,17.0
65,1:20,1:40,Denise O'Sullivan,North Carolina Courage,Positional attacks,1st half,56.7,57.0
66,1:20,1:40,Denise O'Sullivan,North Carolina Courage,Challenges (won),1st half,56.7,57.0
67,1:20,1:40,Samantha Kerr,Chicago Red Stars,Challenges (lost),1st half,48.3,11.0
68,1:21,1:41,Denise O'Sullivan,North Carolina Courage,Passes accurate,1st half,50.6,57.0
69,1:21,1:41,Denise O'Sullivan,North Carolina Courage,Positional attacks,1st half,50.6,57.0
70,1:23,1:43,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,36.5,56.5
71,1:24,1:44,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,32.8,52.0
72,1:24,1:44,Abby May Erceg,North Carolina Courage,Passes accurate,1st half,32.8,52.0
73,1:26,1:46,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,35.5,31.6
74,1:27,1:47,Abby Dahlkemper,North Carolina Courage,Passes accurate,1st half,39.5,24.9
75,1:27,1:47,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,39.5,24.9
76,1:29,1:49,Heather Ann OReilly,North Carolina Courage,Positional attacks,1st half,64.9,1.7
77,1:32,1:52,Heather Ann OReilly,North Carolina Courage,Lost balls,1st half,79.0,2.9
78,1:32,1:52,Heather Ann OReilly,North Carolina Courage,Positional attacks,1st half,67.8,1.7
79,1:32,1:52,Heather Ann OReilly,North Carolina Courage,Passes (inaccurate),1st half,67.8,1.7
80,1:34,1:54,Casey Short,Chicago Red Stars,Positional attacks,1st half,26.0,65.1
81,1:34,1:54,Casey Short,Chicago Red Stars,Interceptions,1st half,26.0,65.1
82,1:34,1:54,Crystal Alyssia Dunn,North Carolina Courage,Counter-attacks,1st half,79.0,2.9
83,1:34,1:54,Casey Short,Chicago Red Stars,Passes accurate,1st half,26.0,65.1
84,1:34,1:54,Heather Ann OReilly,North Carolina Courage,Counter-attacks,1st half,79.0,2.9
85,1:34,1:54,Casey Short,Chicago Red Stars,Counter-attacks,1st half,26.0,65.1
86,1:35,1:55,Yuki Ogimi-Nagasato,Chicago Red Stars,Passes accurate,1st half,37.2,65.8
87,1:35,1:55,Yuki Ogimi-Nagasato,Chicago Red Stars,Counter-attacks,1st half,37.2,65.8
88,1:35,1:55,Morgan Gautrat,Chicago Red Stars,Counter-attacks,1st half,28.8,57.5
89,1:38,1:58,Morgan Gautrat,Chicago Red Stars,Passes accurate,1st half,29.0,62.0
90,1:38,1:58,Morgan Gautrat,Chicago Red Stars,Counter-attacks,1st half,29.0,62.0
91,1:39,1:59,Casey Short,Chicago Red Stars,Dribbling,1st half,27.7,67.0
92,1:39,1:59,Casey Short,Chicago Red Stars,Counter-attacks,1st half,27.7,67.0
93,1:42,2:02,Casey Short,Chicago Red Stars,Counter-attacks,1st half,41.0,66.1
94,1:42,2:02,Casey Short,Chicago Red Stars,Passes accurate,1st half,41.0,66.1
95,1:43,2:03,Yuki Ogimi-Nagasato,Chicago Red Stars,Counter-attacks,1st half,44.9,67.0
96,1:43,2:03,Yuki Ogimi-Nagasato,Chicago Red Stars,Passes accurate,1st half,45.6,65.4
97,1:43,2:03,Yuki Ogimi-Nagasato,Chicago Red Stars,Counter-attacks,1st half,45.6,65.4
98,1:45,2:05,Casey Short,Chicago Red Stars,Counter-attacks,1st half,61.1,65.1
99,1:45,2:05,Casey Short,Chicago Red Stars,Counter-attacks,1st half,61.1,65.1
100,1:45,2:05,Casey Short,Chicago Red Stars,Dribbling,1st half,61.1,65.1
101,1:49,2:09,Casey Short,Chicago Red Stars,Counter-attacks,1st half,82.9,63.2
102,1:49,2:09,Casey Short,Chicago Red Stars,Passes (inaccurate),1st half,82.9,63.2
103,1:49,2:09,Casey Short,Chicago Red Stars,Passes into the penalty box,1st half,82.9,63.2
104,1:49,2:09,Casey Short,Chicago Red Stars,Counter-attacks,1st half,82.9,63.2
105,1:49,2:09,Casey Short,Chicago Red Stars,Crosses (inaccurate),1st half,82.9,63.2
106,1:50,2:10,Abby May Erceg,North Carolina Courage,Interceptions,1st half,12.0,32.6
107,1:50,2:10,Abby May Erceg,North Carolina Courage,Counter-attacks,1st half,12.0,32.6
108,1:53,2:13,Vanessa Sue Di Bernardo,Chicago Red Stars,Picking-ups,1st half,79.4,31.4
109,1:53,2:13,Vanessa Sue Di Bernardo,Chicago Red Stars,Picking-ups (in opp. half),1st half,79.4,31.4
110,1:53,2:13,Vanessa Sue Di Bernardo,Chicago Red Stars,Counter-attacks,1st half,79.4,31.4
111,1:54,2:14,Vanessa Sue Di Bernardo,Chicago Red Stars,Dribbles (Successful actions),1st half,83.2,28.7
112,1:54,2:14,Denise O'Sullivan,North Carolina Courage,Tackles (Unsuccessful actions),1st half,21.8,39.3
113,1:54,2:14,Vanessa Sue Di Bernardo,Chicago Red Stars,Counter-attacks,1st half,83.2,28.7
114,1:54,2:14,Denise O'Sullivan,North Carolina Courage,Challenges (lost),1st half,21.8,39.3
115,1:56,2:16,Vanessa Sue Di Bernardo,Chicago Red Stars,Shots,1st half,87.4,32.1
116,1:56,2:16,Stephanie Labbe,North Carolina Courage,Shot on target (saved),1st half,17.6,35.9
117,1:56,2:16,Stephanie Labbe,North Carolina Courage,Supersaves,1st half,17.6,35.9
118,1:56,2:16,Vanessa Sue Di Bernardo,Chicago Red Stars,Shot on target,1st half,87.4,32.1
119,1:56,2:16,Vanessa Sue Di Bernardo,Chicago Red Stars,Counter-attacks,1st half,87.4,32.1
120,1:56,2:16,Stephanie Labbe,North Carolina Courage,Counter-attacks,1st half,2.1,35.4
121,2:00,2:20,Heather Ann OReilly,North Carolina Courage,Picking-ups,1st half,1.1,6.0
122,2:00,2:20,Heather Ann OReilly,North Carolina Courage,Counter-attacks,1st half,1.1,6.0
123,2:05,2:25,Heather Ann OReilly,North Carolina Courage,Passes (inaccurate),1st half,2.1,4.1
124,2:05,2:25,Heather Ann OReilly,North Carolina Courage,Lost balls,1st half,24.4,0.0
125,2:05,2:25,Heather Ann OReilly,North Carolina Courage,Lost balls (in opp. half),1st half,24.4,0.0
126,2:24,2:44,Casey Short,Chicago Red Stars,Passes accurate,1st half,73.1,68.0
127,2:24,2:44,Casey Short,Chicago Red Stars,Positional attacks,1st half,73.1,68.0
128,2:26,2:46,Yuki Ogimi-Nagasato,Chicago Red Stars,Positional attacks,1st half,79.8,63.9
129,2:27,2:47,Yuki Ogimi-Nagasato,Chicago Red Stars,Positional attacks,1st half,76.7,63.5
130,2:27,2:47,Yuki Ogimi-Nagasato,Chicago Red Stars,Passes (inaccurate),1st half,76.7,63.5
131,2:27,2:47,Yuki Ogimi-Nagasato,Chicago Red Stars,Lost balls,1st half,71.4,64.6
132,2:27,2:47,Crystal Alyssia Dunn,North Carolina Courage,Interceptions,1st half,33.6,3.4
133,2:27,2:47,Crystal Alyssia Dunn,North Carolina Courage,Positional attacks,1st half,33.6,3.4
134,2:30,2:50,Heather Ann OReilly,North Carolina Courage,Positional attacks,1st half,24.8,2.4
135,2:30,2:50,Heather Ann OReilly,North Carolina Courage,Picking-ups,1st half,24.8,2.4
136,2:30,2:50,Heather Ann OReilly,North Carolina Courage,Passes accurate,1st half,24.8,2.4
137,2:30,2:50,Heather Ann OReilly,North Carolina Courage,Positional attacks,1st half,24.8,2.4
138,2:32,2:52,Abby Dahlkemper,North Carolina Courage,Passes (inaccurate),1st half,10.3,8.1
139,2:32,2:52,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,10.3,8.1
140,2:33,2:53,Kathleen Camille Naughton,Chicago Red Stars,Positional attacks,1st half,62.6,60.1
141,2:33,2:53,Kathleen Camille Naughton,Chicago Red Stars,Positional attacks,1st half,62.6,60.1
142,2:33,2:53,Kathleen Camille Naughton,Chicago Red Stars,Passes (inaccurate),1st half,62.6,60.1
143,2:33,2:53,Kathleen Camille Naughton,Chicago Red Stars,Interceptions (in opp. half),1st half,62.6,60.1
144,2:33,2:53,Kathleen Camille Naughton,Chicago Red Stars,Interceptions,1st half,62.6,60.1
145,2:35,2:55,Crystal Alyssia Dunn,North Carolina Courage,Picking-ups,1st half,33.0,8.1
146,2:35,2:55,Crystal Alyssia Dunn,North Carolina Courage,Positional attacks,1st half,33.0,8.1
147,2:37,2:57,Crystal Alyssia Dunn,North Carolina Courage,Passes (inaccurate),1st half,37.2,6.5
148,2:37,2:57,Crystal Alyssia Dunn,North Carolina Courage,Positional attacks,1st half,37.2,6.5
149,2:37,2:57,Crystal Alyssia Dunn,North Carolina Courage,Lost balls,1st half,59.0,0.0
150,2:55,3:15,Casey Short,Chicago Red Stars,Positional attacks,1st half,45.4,68.0
151,2:55,3:15,Casey Short,Chicago Red Stars,Passes accurate,1st half,45.4,68.0
152,2:57,3:17,Yuki Ogimi-Nagasato,Chicago Red Stars,Positional attacks,1st half,57.3,66.3
153,2:59,3:19,Yuki Ogimi-Nagasato,Chicago Red Stars,Passes accurate,1st half,56.9,60.3
154,2:59,3:19,Yuki Ogimi-Nagasato,Chicago Red Stars,Positional attacks,1st half,56.9,60.3
155,2:59,3:19,Vanessa Sue Di Bernardo,Chicago Red Stars,Positional attacks,1st half,50.6,54.6
156,3:01,3:21,Vanessa Sue Di Bernardo,Chicago Red Stars,Positional attacks,1st half,45.4,54.8
157,3:01,3:21,Vanessa Sue Di Bernardo,Chicago Red Stars,Passes accurate,1st half,45.4,54.8
158,3:03,3:23,Sarah Gorden,Chicago Red Stars,Positional attacks,1st half,47.7,16.0
159,3:05,3:25,Sarah Gorden,Chicago Red Stars,Positional attacks,1st half,58.8,16.5
160,3:05,3:25,Sarah Gorden,Chicago Red Stars,Passes accurate,1st half,58.8,16.5
161,3:07,3:27,Savannah McCaskill,Chicago Red Stars,Positional attacks,1st half,80.2,15.8
162,3:10,3:30,Savannah McCaskill,Chicago Red Stars,Lost balls,1st half,87.6,6.5
163,3:10,3:30,Savannah McCaskill,Chicago Red Stars,Dribbles (Unsuccessful actions),1st half,87.6,6.5
164,3:10,3:30,Savannah McCaskill,Chicago Red Stars,Positional attacks,1st half,87.6,6.5
165,3:10,3:30,Savannah McCaskill,Chicago Red Stars,Challenges (lost),1st half,87.6,6.5
166,3:10,3:30,Jaelene Mckenzie Daniels,North Carolina Courage,Challenges (won),1st half,17.4,61.5
167,3:10,3:30,Jaelene Mckenzie Daniels,North Carolina Courage,Tackles (Successful actions),1st half,17.4,61.5
168,3:11,3:31,Jaelene Mckenzie Daniels,North Carolina Courage,Passes accurate,1st half,14.5,59.4
169,3:11,3:31,Jaelene Mckenzie Daniels,North Carolina Courage,Counter-attacks,1st half,14.5,59.4
170,3:13,4:03,Jessica Marie McDonald,North Carolina Courage,Assists,1st half,94.5,9.1
171,3:13,3:33,Denise O'Sullivan,North Carolina Courage,Counter-attacks,1st half,14.1,49.3
172,3:13,3:33,Denise O'Sullivan,North Carolina Courage,Passes accurate,1st half,14.1,49.3
173,3:16,3:36,Debinha,North Carolina Courage,Passes accurate,1st half,34.2,61.8
174,3:16,3:36,Debinha,North Carolina Courage,Counter-attacks,1st half,34.2,61.8
175,3:16,4:06,Debinha,North Carolina Courage,Goals,1st half,100.6,33.5
176,3:16,4:06,Alyssa Naeher,Chicago Red Stars,Goals conceded,1st half,4.4,34.5
177,3:19,3:39,Lynn Williams,North Carolina Courage,Counter-attacks,1st half,46.0,54.1
178,3:19,3:39,Lynn Williams,North Carolina Courage,Counter-attacks,1st half,46.0,54.1
179,3:19,3:39,Lynn Williams,North Carolina Courage,Dribbling,1st half,46.0,54.1
180,3:25,3:45,Lynn Williams,North Carolina Courage,Passes accurate,1st half,77.3,33.3
181,3:25,3:45,Lynn Williams,North Carolina Courage,Counter-attacks,1st half,77.3,33.3
182,3:28,3:48,Jessica Marie McDonald,North Carolina Courage,Counter-attacks,1st half,94.5,9.1
183,3:28,3:48,Jessica Marie McDonald,North Carolina Courage,Counter-attacks,1st half,94.5,9.1
184,3:28,3:48,Jessica Marie McDonald,North Carolina Courage,Passes into the penalty box,1st half,94.5,9.1
185,3:28,3:48,Jessica Marie McDonald,North Carolina Courage,Crosses (accurate),1st half,94.5,9.1
186,3:29,3:49,Debinha,North Carolina Courage,Counter-attacks,1st half,99.3,40.2
187,3:29,3:49,Debinha,North Carolina Courage,Challenges (won),1st half,99.3,40.2
188,3:29,3:49,Sarah Gorden,Chicago Red Stars,Challenges (lost),1st half,5.7,27.8
189,3:30,3:50,Julie Beth Ertz,Chicago Red Stars,Counter-attacks,1st half,3.2,32.1
190,3:30,3:50,Julie Beth Ertz,Chicago Red Stars,Interceptions,1st half,3.2,32.1
191,3:30,3:50,Debinha,North Carolina Courage,Shots,1st half,100.0,39.0
192,3:30,3:50,Debinha,North Carolina Courage,Counter-attacks,1st half,100.0,39.0
193,3:31,3:51,Debinha,North Carolina Courage,Picking-ups (in opp. half),1st half,100.6,33.5
194,3:31,3:51,Debinha,North Carolina Courage,Picking-ups,1st half,100.6,33.5
195,3:31,3:51,Debinha,North Carolina Courage,Counter-attacks,1st half,100.6,33.5
196,3:31,3:51,Sarah Gorden,Chicago Red Stars,Errors leading to goal,1st half,4.4,34.5
197,3:31,3:51,Debinha,North Carolina Courage,Counter-attacks,1st half,100.6,33.5
198,3:31,3:51,Sarah Gorden,Chicago Red Stars,Errors,1st half,4.4,34.5
199,4:32,4:52,Morgan Gautrat,Chicago Red Stars,Passes (inaccurate),1st half,45.6,19.6
200,4:32,4:52,Morgan Gautrat,Chicago Red Stars,Lost balls,1st half,61.3,0.0
201,4:39,4:59,Jaelene Mckenzie Daniels,North Carolina Courage,Passes accurate,1st half,36.1,68.0
202,4:46,5:06,Stephanie Labbe,North Carolina Courage,Passes accurate,1st half,18.1,35.2
203,4:52,5:12,Abby Dahlkemper,North Carolina Courage,Passes accurate,1st half,40.5,11.5
204,4:52,5:12,Crystal Alyssia Dunn,North Carolina Courage,Lost balls (in opp. half),1st half,44.3,14.6
205,4:52,5:12,Crystal Alyssia Dunn,North Carolina Courage,Passes (inaccurate),1st half,48.7,10.8
206,4:52,5:12,Crystal Alyssia Dunn,North Carolina Courage,Lost balls,1st half,44.3,14.6
207,4:53,5:13,Vanessa Sue Di Bernardo,Chicago Red Stars,Picking-ups (in opp. half),1st half,60.7,53.4
208,4:53,5:13,Vanessa Sue Di Bernardo,Chicago Red Stars,Picking-ups,1st half,60.7,53.4
209,4:55,5:15,Vanessa Sue Di Bernardo,Chicago Red Stars,Passes (inaccurate),1st half,57.5,49.6
210,5:00,5:20,Jaelene Mckenzie Daniels,North Carolina Courage,Bad ball control,1st half,50.8,65.6
211,5:16,5:36,Sarah Gorden,Chicago Red Stars,Lost balls,1st half,72.0,8.4
212,5:16,5:36,Sarah Gorden,Chicago Red Stars,Positional attacks,1st half,56.1,0.0
213,5:16,5:36,Sarah Gorden,Chicago Red Stars,Passes (inaccurate),1st half,56.1,0.0
214,5:18,5:38,Jaelene Mckenzie Daniels,North Carolina Courage,Counter-attacks,1st half,33.0,59.6
215,5:18,5:38,Jaelene Mckenzie Daniels,North Carolina Courage,Interceptions,1st half,33.0,59.6
216,5:18,5:38,Jaelene Mckenzie Daniels,North Carolina Courage,Passes accurate,1st half,33.0,59.6
217,5:18,5:38,Jaelene Mckenzie Daniels,North Carolina Courage,Positional attacks,1st half,33.0,59.6
218,5:20,5:40,Samantha Mewis,North Carolina Courage,Counter-attacks,1st half,37.4,49.1
219,5:20,5:40,Samantha Mewis,North Carolina Courage,Passes accurate,1st half,37.4,49.1
220,5:22,5:42,Lynn Williams,North Carolina Courage,Dribbling,1st half,62.0,57.9
221,5:22,5:42,Lynn Williams,North Carolina Courage,Counter-attacks,1st half,62.0,57.9
222,5:24,5:44,Lynn Williams,North Carolina Courage,Counter-attacks,1st half,72.4,45.3
223,5:24,5:44,Lynn Williams,North Carolina Courage,Passes accurate,1st half,72.4,45.3
224,5:26,5:46,Jessica Marie McDonald,North Carolina Courage,Counter-attacks,1st half,80.4,50.0
225,5:29,5:49,Jessica Marie McDonald,North Carolina Courage,Passes accurate,1st half,83.4,47.2
226,5:29,5:49,Jessica Marie McDonald,North Carolina Courage,Counter-attacks,1st half,83.4,47.2
227,5:30,5:50,Crystal Alyssia Dunn,North Carolina Courage,Counter-attacks,1st half,81.5,34.0
228,5:32,5:52,Crystal Alyssia Dunn,North Carolina Courage,Counter-attacks,1st half,79.8,35.2
229,5:32,5:52,Crystal Alyssia Dunn,North Carolina Courage,Passes into the penalty box,1st half,79.8,35.2
230,5:32,5:52,Crystal Alyssia Dunn,North Carolina Courage,Inaccurate extra attacking pass,1st half,79.8,35.2
231,5:32,5:52,Crystal Alyssia Dunn,North Carolina Courage,Passes (inaccurate),1st half,79.8,35.2
232,5:32,5:52,Crystal Alyssia Dunn,North Carolina Courage,Counter-attacks,1st half,79.8,35.2
233,5:32,5:52,Debinha,North Carolina Courage,Counter-attacks,1st half,98.1,46.0
234,5:33,5:53,Debinha,North Carolina Courage,Offsides,1st half,94.7,45.5
235,5:33,5:53,Debinha,North Carolina Courage,Counter-attacks,1st half,94.7,45.5
236,5:33,5:53,Debinha,North Carolina Courage,Lost balls,1st half,94.7,45.5
237,5:57,6:17,Alyssa Naeher,Chicago Red Stars,Passes accurate,1st half,13.0,20.6
238,5:57,6:17,Alyssa Naeher,Chicago Red Stars,Goal kicks,1st half,13.0,20.6
239,5:59,6:19,Casey Short,Chicago Red Stars,Passes (inaccurate),1st half,40.3,61.3
240,5:59,6:19,Casey Short,Chicago Red Stars,Lost balls,1st half,71.4,62.0
241,6:03,6:23,Abby Dahlkemper,North Carolina Courage,Interceptions,1st half,33.6,6.0
242,6:05,6:25,Abby Dahlkemper,North Carolina Courage,Passes accurate,1st half,25.6,5.0
243,6:07,6:27,Stephanie Labbe,North Carolina Courage,Passes accurate,1st half,8.4,18.9
244,6:12,6:32,Jessica Marie McDonald,North Carolina Courage,Passes accurate,1st half,35.3,6.9
245,6:14,6:34,Samantha Mewis,North Carolina Courage,Lost balls,1st half,66.4,0.0
246,6:14,6:34,Samantha Mewis,North Carolina Courage,Passes (inaccurate),1st half,31.5,13.9
247,6:23,6:43,Kathleen Camille Naughton,Chicago Red Stars,Passes accurate,1st half,27.3,68.0
248,6:26,6:46,Alyssa Naeher,Chicago Red Stars,Passes accurate,1st half,6.9,55.8
249,6:28,6:48,Kathleen Camille Naughton,Chicago Red Stars,Passes accurate,1st half,28.8,63.2
250,6:30,6:50,Casey Short,Chicago Red Stars,Passes accurate,1st half,40.3,64.6
251,6:30,6:50,Danielle Colaprico,Chicago Red Stars,Lost balls,1st half,38.6,57.9
252,6:30,6:50,Danielle Colaprico,Chicago Red Stars,Lost balls (in opp. half),1st half,38.6,57.9
253,6:30,6:50,Crystal Alyssia Dunn,North Carolina Courage,Passes accurate,1st half,66.4,10.1
254,6:30,6:50,Danielle Colaprico,Chicago Red Stars,Challenges (lost),1st half,38.6,57.9
255,6:30,6:50,Crystal Alyssia Dunn,North Carolina Courage,Challenges (won),1st half,66.4,10.1
256,6:30,6:50,Crystal Alyssia Dunn,North Carolina Courage,Positional attacks,1st half,66.4,10.1
257,6:31,6:51,Heather Ann OReilly,North Carolina Courage,Positional attacks,1st half,60.3,2.4
258,6:34,6:54,Heather Ann OReilly,North Carolina Courage,Passes accurate,1st half,59.4,6.5
259,6:34,6:54,Heather Ann OReilly,North Carolina Courage,Positional attacks,1st half,59.4,6.5
260,6:36,6:56,Samantha Mewis,North Carolina Courage,Positional attacks,1st half,47.2,15.1
261,6:36,6:56,Samantha Mewis,North Carolina Courage,Passes accurate,1st half,47.2,15.1
262,6:38,6:58,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,37.4,47.6
263,6:39,6:59,Abby May Erceg,North Carolina Courage,Passes accurate,1st half,41.2,54.1
264,6:39,6:59,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,41.2,54.1
265,6:41,7:01,Jaelene Mckenzie Daniels,North Carolina Courage,Positional attacks,1st half,50.4,63.2
266,6:42,7:02,Jaelene Mckenzie Daniels,North Carolina Courage,Positional attacks,1st half,48.9,63.5
267,6:42,7:02,Jaelene Mckenzie Daniels,North Carolina Courage,Passes (inaccurate),1st half,48.9,63.5
268,6:42,7:02,Savannah McCaskill,Chicago Red Stars,Positional attacks,1st half,46.6,5.0
269,6:42,7:02,Savannah McCaskill,Chicago Red Stars,Interceptions,1st half,46.6,5.0
270,6:57,7:17,Jaelene Mckenzie Daniels,North Carolina Courage,Passes accurate,1st half,56.9,68.0
271,6:57,7:17,Jaelene Mckenzie Daniels,North Carolina Courage,Positional attacks,1st half,56.9,68.0
272,6:59,7:19,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,42.4,59.9
273,7:00,7:20,Abby May Erceg,North Carolina Courage,Positional attacks,1st half,38.6,57.0
274,7:00,7:20,Abby May Erceg,North Carolina Courage,Passes accurate,1st half,38.6,57.0
275,7:03,7:23,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,41.6,20.4
276,7:06,7:26,Abby Dahlkemper,North Carolina Courage,Lost balls,1st half,78.3,13.2
277,7:06,7:26,Abby Dahlkemper,North Carolina Courage,Positional attacks,1st half,51.0,13.6
278,7:06,7:26,Abby Dahlkemper,North Carolina Courage,Passes (inaccurate),1st half,51.0,13.6
279,7:08,7:28,Kathleen Camille Naughton,Chicago Red Stars,Interceptions,1st half,26.7,54.8
