,raw_event_ID,start_time,end_time,player_ID,team,action,half,pos_x,pos_y,successful
442,3587,86:40,87:00,Kathleen Camille Naughton,Chicago Red Stars,challenge,2nd half,37.4,56.7,1
443,3594,86:45,87:05,Yuki Ogimi-Nagasato,Chicago Red Stars,challenge,2nd half,58.2,51.5,1
444,3595,86:45,87:05,Samantha Mewis,North Carolina Courage,challenge,2nd half,46.8,16.5,0
445,3597,86:45,87:05,Samantha Mewis,North Carolina Courage,foul,2nd half,44.5,16.8,null
446,3617,87:12,87:32,Katie Johnson Carreon,Chicago Red Stars,challenge,2nd half,91.4,34.2,0
447,3618,87:12,87:32,Abby May Erceg,North Carolina Courage,challenge,2nd half,13.6,33.8,1
448,3621,87:14,87:34,Yuki Ogimi-Nagasato,Chicago Red Stars,recovery,2nd half,78.3,33.8,null
449,3626,87:17,87:37,Samantha Mewis,North Carolina Courage,recovery,2nd half,19.1,34.7,null
450,3631,87:19,87:39,Kathleen Camille Naughton,Chicago Red Stars,recovery,2nd half,52.9,38.8,null
451,3643,87:30,87:50,McCall RaNae Zerboni,North Carolina Courage,tackle,2nd half,29.8,9.8,0
452,3644,87:30,87:50,McCall RaNae Zerboni,North Carolina Courage,challenge,2nd half,29.8,9.8,0
453,3645,87:30,87:50,Casey Short,Chicago Red Stars,take_on,2nd half,75.2,58.2,1
454,3647,87:33,87:53,McCall RaNae Zerboni,North Carolina Courage,foul,2nd half,29.6,13.9,null
455,3666,89:07,89:27,Kristen Hamilton,North Carolina Courage,challenge,2nd half,58.2,14.4,0
456,3668,89:07,89:27,Kathleen Camille Naughton,Chicago Red Stars,challenge,2nd half,46.8,53.6,1
457,3671,89:13,89:33,Stephanie Labbe,North Carolina Courage,recovery,2nd half,14.5,27.5,null
458,3675,89:30,89:50,Debinha,North Carolina Courage,tackle,2nd half,46.8,16.5,0
459,3677,89:30,89:50,Debinha,North Carolina Courage,challenge,2nd half,46.8,16.5,0
460,3678,89:30,89:50,Morgan Gautrat,Chicago Red Stars,take_on,2nd half,58.2,51.5,1
461,3683,89:34,89:54,Cari Elizabeth Roccaro,North Carolina Courage,recovery,2nd half,23.7,9.1,null
462,3689,89:43,90:03,Brooke Elby,Chicago Red Stars,foul,2nd half,86.1,62.5,null
463,3707,90:28,90:48,Lynn Williams,North Carolina Courage,recovery,2nd half,82.7,9.8,null
464,3708,90:30,90:50,Brooke Elby,Chicago Red Stars,recovery,2nd half,19.5,61.8,null
465,3711,90:36,90:56,Julie Beth Ertz,Chicago Red Stars,dribble,2nd half,12.2,25.6,1
466,3716,90:46,91:06,Sarah Gorden,Chicago Red Stars,dribble,2nd half,70.8,5.3,1
467,3724,90:54,91:14,Nicole Leslie Stanton,Chicago Red Stars,challenge,2nd half,73.9,22.7,1
468,3725,90:54,91:14,Debinha,North Carolina Courage,challenge,2nd half,31.1,45.3,0
469,3740,91:06,91:26,Julie Beth Ertz,Chicago Red Stars,challenge,2nd half,67.4,5.5,0
470,3741,91:06,91:26,Kristen Hamilton,North Carolina Courage,challenge,2nd half,37.6,62.5,1
